,tic,share_price,model_name,action,no_of_shares_for_action,amount_for_action,balance_left,total_asset_value,return_ratio,total_no_of_shares
0,INFY.NS,766.18,sac,sell,0.0,0.0,1000000.0,1000000.0,1.0,0.0
1,TCS.NS,2132.84,sac,buy,80.0,170797.66,829202.34,999829.3729687501,1.0,80.0
2,INFY.NS,762.87,sac,sell,0.0,0.0,829202.34,996756.8573437501,1.0,0.0
3,TCS.NS,2094.43,sac,buy,97.0,203363.01,625839.34,996553.6801643068,1.0,177.0
4,INFY.NS,761.77,sac,sell,0.0,0.0,625839.34,989429.1801643068,0.99,0.0
5,TCS.NS,2054.18,sac,buy,97.0,199454.71,426384.63,989229.940091797,0.99,274.0
6,INFY.NS,764.21,sac,sell,0.0,0.0,426384.63,1000085.877591797,1.0,0.0
7,TCS.NS,2093.8,sac,buy,97.0,203301.73,223082.9,999882.8380454103,1.0,371.0
8,INFY.NS,749.23,sac,sell,0.0,0.0,223082.9,988155.9005454103,0.99,0.0
9,TCS.NS,2062.19,sac,buy,97.0,200232.6,22850.3,987955.864072754,0.99,468.0
10,INFY.NS,744.54,sac,sell,0.0,0.0,22850.3,979730.051572754,0.98,0.0
11,TCS.NS,2044.61,sac,buy,11.0,22513.25,337.05,979707.5472593997,0.98,479.0
12,INFY.NS,700.37,sac,sell,0.0,0.0,337.05,930704.1722593997,0.93,0.0
13,TCS.NS,1942.31,sac,buy,0.0,0.0,337.05,930704.1722593997,0.93,479.0
14,INFY.NS,709.32,sac,sell,0.0,0.0,337.05,931239.1097593997,0.93,0.0
15,TCS.NS,1943.43,sac,buy,0.0,0.0,337.05,931239.1097593997,0.93,479.0
16,INFY.NS,715.01,sac,sell,0.0,0.0,337.05,947472.6722593997,0.95,0.0
17,TCS.NS,1977.32,sac,buy,0.0,0.0,337.05,947472.6722593997,0.95,479.0
18,INFY.NS,726.26,sac,sell,0.0,0.0,337.05,969334.6097593997,0.97,0.0
19,TCS.NS,2022.96,sac,buy,0.0,0.0,337.05,969334.6097593997,0.97,479.0
20,INFY.NS,722.29,sac,sell,0.0,0.0,337.05,988801.3597593997,0.99,0.0
21,TCS.NS,2063.6,sac,buy,0.0,0.0,337.05,988801.3597593997,0.99,479.0
22,INFY.NS,707.31,sac,sell,0.0,0.0,337.05,984800.7347593997,0.98,0.0
23,TCS.NS,2055.25,sac,buy,0.0,0.0,337.05,984800.7347593997,0.98,479.0
24,INFY.NS,674.29,sac,sell,0.0,0.0,337.05,917772.9847593997,0.92,0.0
25,TCS.NS,1915.32,sac,buy,0.0,0.0,337.05,917772.9847593997,0.92,479.0
26,INFY.NS,656.63,sac,sell,0.0,0.0,337.05,909097.9222593997,0.91,0.0
27,TCS.NS,1897.2,sac,buy,0.0,0.0,337.05,909097.9222593997,0.91,479.0
28,INFY.NS,604.17,sac,sell,0.0,0.0,337.05,823580.4222593997,0.82,0.0
29,TCS.NS,1718.67,sac,buy,0.0,0.0,337.05,823580.4222593997,0.82,479.0
30,INFY.NS,614.85,sac,sell,0.0,0.0,337.05,840535.1097593997,0.84,0.0
31,TCS.NS,1754.07,sac,buy,0.0,0.0,337.05,840535.1097593997,0.84,479.0
32,INFY.NS,558.18,sac,sell,0.0,0.0,337.05,789415.1722593997,0.79,0.0
33,TCS.NS,1647.34,sac,buy,0.0,0.0,337.05,789415.1722593997,0.79,479.0
34,INFY.NS,531.19,sac,sell,0.0,0.0,337.05,771553.5472593997,0.77,0.0
35,TCS.NS,1610.06,sac,buy,0.0,0.0,337.05,771553.5472593997,0.77,479.0
36,INFY.NS,511.42,sac,sell,0.0,0.0,337.05,769879.0472593997,0.77,0.0
37,TCS.NS,1606.56,sac,buy,0.0,0.0,337.05,769879.0472593997,0.77,479.0
38,INFY.NS,522.19,sac,sell,0.0,0.0,337.05,767044.1722593997,0.77,0.0
39,TCS.NS,1600.64,sac,buy,0.0,0.0,337.05,767044.1722593997,0.77,479.0
40,INFY.NS,560.14,sac,sell,0.0,0.0,337.05,842527.2347593997,0.84,0.0
41,TCS.NS,1758.23,sac,buy,0.0,0.0,337.05,842527.2347593997,0.84,479.0
42,INFY.NS,503.91,sac,sell,0.0,0.0,337.05,782670.2972593997,0.78,0.0
43,TCS.NS,1633.26,sac,buy,0.0,0.0,337.05,782670.2972593997,0.78,479.0
44,INFY.NS,564.55,sac,sell,0.0,0.0,337.05,798343.2347593997,0.8,0.0
45,TCS.NS,1665.98,sac,buy,0.0,0.0,337.05,798343.2347593997,0.8,479.0
46,INFY.NS,580.24,sac,sell,0.0,0.0,337.05,820435.2972593997,0.82,0.0
47,TCS.NS,1712.1,sac,buy,0.0,0.0,337.05,820435.2972593997,0.82,479.0
48,INFY.NS,615.47,sac,sell,0.0,0.0,337.05,839481.6722593997,0.84,0.0
49,TCS.NS,1751.87,sac,buy,0.0,0.0,337.05,839481.6722593997,0.84,479.0
50,INFY.NS,624.75,sac,sell,0.0,0.0,337.05,855201.4222593997,0.86,0.0
51,TCS.NS,1784.69,sac,buy,0.0,0.0,337.05,855201.4222593997,0.86,479.0
52,INFY.NS,599.87,sac,sell,0.0,0.0,337.05,833648.2347593997,0.83,0.0
53,TCS.NS,1739.69,sac,buy,0.0,0.0,337.05,833648.2347593997,0.83,479.0
54,INFY.NS,614.03,sac,sell,0.0,0.0,337.05,855951.1097593997,0.86,0.0
55,TCS.NS,1786.25,sac,buy,0.0,0.0,337.05,855951.1097593997,0.86,479.0
56,INFY.NS,576.99,sac,sell,0.0,0.0,337.05,800966.9847593997,0.8,0.0
57,TCS.NS,1671.46,sac,buy,0.0,0.0,337.05,800966.9847593997,0.8,479.0
58,INFY.NS,560.62,sac,sell,0.0,0.0,337.05,775407.7972593997,0.78,0.0
59,TCS.NS,1618.1,sac,buy,0.0,0.0,337.05,775407.7972593997,0.78,479.0
60,INFY.NS,611.64,sac,sell,0.0,0.0,337.05,832102.0472593997,0.83,0.0
61,TCS.NS,1736.46,sac,buy,0.0,0.0,337.05,832102.0472593997,0.83,479.0
62,INFY.NS,604.56,sac,sell,0.0,0.0,337.05,799420.8597593997,0.8,0.0
63,TCS.NS,1668.23,sac,buy,0.0,0.0,337.05,799420.8597593997,0.8,479.0
64,INFY.NS,609.01,sac,sell,0.0,0.0,337.05,827861.6722593997,0.83,0.0
65,TCS.NS,1727.61,sac,buy,0.0,0.0,337.05,827861.6722593997,0.83,479.0
66,INFY.NS,610.11,sac,sell,0.0,0.0,337.05,824628.6097593997,0.82,0.0
67,TCS.NS,1720.86,sac,buy,0.0,0.0,337.05,824628.6097593997,0.82,479.0
68,INFY.NS,611.69,sac,sell,0.0,0.0,337.05,813336.7347593997,0.81,0.0
69,TCS.NS,1697.29,sac,buy,0.0,0.0,337.05,813336.7347593997,0.81,479.0
70,INFY.NS,597.14,sac,sell,0.0,0.0,337.05,804387.4847593997,0.8,0.0
71,TCS.NS,1678.6,sac,buy,0.0,0.0,337.05,804387.4847593997,0.8,479.0
72,INFY.NS,601.83,sac,sell,0.0,0.0,337.05,846627.1097593997,0.85,0.0
73,TCS.NS,1766.78,sac,buy,0.0,0.0,337.05,846627.1097593997,0.85,479.0
74,INFY.NS,625.33,sac,sell,0.0,0.0,337.05,852460.4222593997,0.85,0.0
75,TCS.NS,1778.96,sac,buy,0.0,0.0,337.05,852460.4222593997,0.85,479.0
76,INFY.NS,606.09,sac,sell,0.0,0.0,337.05,814508.1722593997,0.81,0.0
77,TCS.NS,1699.73,sac,buy,0.0,0.0,337.05,814508.1722593997,0.81,479.0
78,INFY.NS,614.37,sac,sell,0.0,0.0,337.05,829431.3597593997,0.83,0.0
79,TCS.NS,1730.89,sac,buy,0.0,0.0,337.05,829431.3597593997,0.83,479.0
80,INFY.NS,650.21,sac,sell,0.0,0.0,337.05,880385.8597593997,0.88,0.0
81,TCS.NS,1837.26,sac,buy,0.0,0.0,337.05,880385.8597593997,0.88,479.0
82,INFY.NS,629.83,sac,sell,0.0,0.0,337.05,852413.6097593997,0.85,0.0
83,TCS.NS,1778.87,sac,buy,0.0,0.0,337.05,852413.6097593997,0.85,479.0
84,INFY.NS,636.14,sac,sell,0.0,0.0,337.05,860870.7972593997,0.86,0.0
85,TCS.NS,1796.52,sac,buy,0.0,0.0,337.05,860870.7972593997,0.86,479.0
86,INFY.NS,632.41,sac,sell,0.0,0.0,337.05,871389.7972593997,0.87,0.0
87,TCS.NS,1818.48,sac,buy,0.0,0.0,337.05,871389.7972593997,0.87,479.0
88,INFY.NS,647.58,sac,sell,0.0,0.0,337.05,893224.1722593997,0.89,0.0
89,TCS.NS,1864.06,sac,buy,0.0,0.0,337.05,893224.1722593997,0.89,479.0
90,INFY.NS,684.86,sac,sell,0.0,0.0,337.05,944201.9222593997,0.94,0.0
91,TCS.NS,1970.49,sac,buy,0.0,0.0,337.05,944201.9222593997,0.94,479.0
92,INFY.NS,644.85,sac,sell,0.0,0.0,337.05,904843.9222593997,0.9,0.0
93,TCS.NS,1888.32,sac,buy,0.0,0.0,337.05,904843.9222593997,0.9,479.0
94,INFY.NS,644.85,sac,sell,0.0,0.0,337.05,905921.6722593997,0.91,0.0
95,TCS.NS,1890.57,sac,buy,0.0,0.0,337.05,905921.6722593997,0.91,479.0
96,INFY.NS,637.39,sac,sell,0.0,0.0,337.05,892263.5472593997,0.89,0.0
97,TCS.NS,1862.06,sac,buy,0.0,0.0,337.05,892263.5472593997,0.89,479.0
98,INFY.NS,636.48,sac,sell,0.0,0.0,337.05,886664.3597593997,0.89,0.0
99,TCS.NS,1850.37,sac,buy,0.0,0.0,337.05,886664.3597593997,0.89,479.0
100,INFY.NS,645.33,sac,sell,0.0,0.0,337.05,887484.4222593997,0.89,0.0
101,TCS.NS,1852.08,sac,buy,0.0,0.0,337.05,887484.4222593997,0.89,479.0
102,INFY.NS,653.66,sac,sell,0.0,0.0,337.05,907116.4222593997,0.91,0.0
103,TCS.NS,1893.07,sac,buy,0.0,0.0,337.05,907116.4222593997,0.91,479.0
104,INFY.NS,658.21,sac,sell,0.0,0.0,337.05,913769.7972593997,0.91,0.0
105,TCS.NS,1906.96,sac,buy,0.0,0.0,337.05,913769.7972593997,0.91,479.0
106,INFY.NS,664.43,sac,sell,0.0,0.0,337.05,913840.1097593997,0.91,0.0
107,TCS.NS,1907.1,sac,buy,0.0,0.0,337.05,913840.1097593997,0.91,479.0
108,INFY.NS,629.97,sac,sell,0.0,0.0,337.05,891677.8597593997,0.89,0.0
109,TCS.NS,1860.84,sac,buy,0.0,0.0,337.05,891677.8597593997,0.89,479.0
110,INFY.NS,624.37,sac,sell,0.0,0.0,337.05,887250.0472593997,0.89,0.0
111,TCS.NS,1851.59,sac,buy,0.0,0.0,337.05,887250.0472593997,0.89,479.0
112,INFY.NS,635.47,sac,sell,0.0,0.0,337.05,911942.4847593997,0.91,0.0
113,TCS.NS,1903.14,sac,buy,0.0,0.0,337.05,911942.4847593997,0.91,479.0
114,INFY.NS,639.97,sac,sell,0.0,0.0,337.05,913371.5472593997,0.91,0.0
115,TCS.NS,1906.13,sac,buy,0.0,0.0,337.05,913371.5472593997,0.91,479.0
116,INFY.NS,640.88,sac,sell,0.0,0.0,337.05,915690.7972593997,0.92,0.0
117,TCS.NS,1910.97,sac,buy,0.0,0.0,337.05,915690.7972593997,0.92,479.0
118,INFY.NS,643.42,sac,sell,0.0,0.0,337.05,933308.2347593997,0.93,0.0
119,TCS.NS,1947.75,sac,buy,0.0,0.0,337.05,933308.2347593997,0.93,479.0
120,INFY.NS,662.7,sac,sell,0.0,0.0,337.05,946966.4847593997,0.95,0.0
121,TCS.NS,1976.26,sac,buy,0.0,0.0,337.05,946966.4847593997,0.95,479.0
122,INFY.NS,651.41,sac,sell,0.0,0.0,337.05,910724.1722593997,0.91,0.0
123,TCS.NS,1900.6,sac,buy,0.0,0.0,337.05,910724.1722593997,0.91,479.0
124,INFY.NS,675.24,sac,sell,0.0,0.0,337.05,939914.7972593997,0.94,0.0
125,TCS.NS,1961.54,sac,buy,0.0,0.0,337.05,939914.7972593997,0.94,479.0
126,INFY.NS,677.11,sac,sell,0.0,0.0,337.05,939446.2347593997,0.94,0.0
127,TCS.NS,1960.56,sac,buy,0.0,0.0,337.05,939446.2347593997,0.94,479.0
128,INFY.NS,670.42,sac,sell,0.0,0.0,337.05,924476.1722593997,0.92,0.0
129,TCS.NS,1929.31,sac,buy,0.0,0.0,337.05,924476.1722593997,0.92,479.0
130,INFY.NS,678.71,sac,sell,0.0,0.0,337.05,958633.2347593997,0.96,0.0
131,TCS.NS,2000.62,sac,buy,0.0,0.0,337.05,958633.2347593997,0.96,479.0
132,INFY.NS,687.01,sac,sell,0.0,0.0,337.05,959523.4222593997,0.96,0.0
133,TCS.NS,2002.48,sac,buy,0.0,0.0,337.05,959523.4222593997,0.96,479.0
134,INFY.NS,680.65,sac,sell,0.0,0.0,337.05,961873.0472593997,0.96,0.0
135,TCS.NS,2007.38,sac,buy,0.0,0.0,337.05,961873.0472593997,0.96,479.0
136,INFY.NS,686.67,sac,sell,0.0,0.0,337.05,983207.4847593997,0.98,0.0
137,TCS.NS,2051.92,sac,buy,0.0,0.0,337.05,983207.4847593997,0.98,479.0
138,INFY.NS,682.59,sac,sell,0.0,0.0,337.05,962859.8597593997,0.96,0.0
139,TCS.NS,2009.44,sac,buy,0.0,0.0,337.05,962859.8597593997,0.96,479.0
140,INFY.NS,699.38,sac,sell,0.0,0.0,337.05,973903.1722593997,0.97,0.0
141,TCS.NS,2032.5,sac,buy,0.0,0.0,337.05,973903.1722593997,0.97,479.0
142,INFY.NS,696.22,sac,sell,0.0,0.0,337.05,974043.9847593997,0.97,0.0
143,TCS.NS,2032.79,sac,buy,0.0,0.0,337.05,974043.9847593997,0.97,479.0
144,INFY.NS,694.53,sac,sell,0.0,0.0,337.05,991290.2972593997,0.99,0.0
145,TCS.NS,2068.8,sac,buy,0.0,0.0,337.05,991290.2972593997,0.99,479.0
146,INFY.NS,682.98,sac,sell,0.0,0.0,337.05,971976.2972593997,0.97,0.0
147,TCS.NS,2028.47,sac,buy,0.0,0.0,337.05,971976.2972593997,0.97,479.0
148,INFY.NS,671.43,sac,sell,0.0,0.0,337.05,958748.1097593997,0.96,0.0
149,TCS.NS,2000.86,sac,buy,0.0,0.0,337.05,958748.1097593997,0.96,479.0
150,INFY.NS,667.07,sac,sell,0.0,0.0,337.05,954236.7347593997,0.95,0.0
151,TCS.NS,1991.44,sac,buy,0.0,0.0,337.05,954236.7347593997,0.95,479.0
152,INFY.NS,680.31,sac,sell,0.0,0.0,337.05,961708.6722593997,0.96,0.0
153,TCS.NS,2007.04,sac,buy,0.0,0.0,337.05,961708.6722593997,0.96,479.0
154,INFY.NS,682.69,sac,sell,0.0,0.0,337.05,962648.4222593997,0.96,0.0
155,TCS.NS,2009.0,sac,buy,0.0,0.0,337.05,962648.4222593997,0.96,479.0
156,INFY.NS,692.63,sac,sell,0.0,0.0,337.05,958090.2347593997,0.96,0.0
157,TCS.NS,1999.48,sac,buy,0.0,0.0,337.05,958090.2347593997,0.96,479.0
158,INFY.NS,684.53,sac,sell,0.0,0.0,337.05,961144.6722593997,0.96,0.0
159,TCS.NS,2005.86,sac,buy,0.0,0.0,337.05,961144.6722593997,0.96,479.0
160,INFY.NS,682.74,sac,sell,0.0,0.0,337.05,953320.4222593997,0.95,0.0
161,TCS.NS,1989.53,sac,buy,0.0,0.0,337.05,953320.4222593997,0.95,479.0
162,INFY.NS,699.18,sac,sell,0.0,0.0,337.05,956774.4222593997,0.96,0.0
163,TCS.NS,1996.74,sac,buy,0.0,0.0,337.05,956774.4222593997,0.96,479.0
164,INFY.NS,692.88,sac,sell,0.0,0.0,337.05,960016.8597593997,0.96,0.0
165,TCS.NS,2003.51,sac,buy,0.0,0.0,337.05,960016.8597593997,0.96,479.0
166,INFY.NS,679.63,sac,sell,0.0,0.0,337.05,947751.7972593997,0.95,0.0
167,TCS.NS,1977.9,sac,buy,0.0,0.0,337.05,947751.7972593997,0.95,479.0
168,INFY.NS,725.91,sac,sell,0.0,0.0,337.05,996036.6722593997,1.0,0.0
169,TCS.NS,2078.7,sac,buy,0.0,0.0,337.05,996036.6722593997,1.0,479.0
170,INFY.NS,709.95,sac,sell,0.0,0.0,337.05,987953.8597593997,0.99,0.0
171,TCS.NS,2061.83,sac,buy,0.0,0.0,337.05,987953.8597593997,0.99,479.0
172,INFY.NS,714.03,sac,sell,0.0,0.0,337.05,978790.2347593997,0.98,0.0
173,TCS.NS,2042.7,sac,buy,0.0,0.0,337.05,978790.2347593997,0.98,479.0
174,INFY.NS,710.1,sac,sell,0.0,0.0,337.05,983442.5472593997,0.98,0.0
175,TCS.NS,2052.41,sac,buy,0.0,0.0,337.05,983442.5472593997,0.98,479.0
176,INFY.NS,734.06,sac,sell,0.0,0.0,337.05,1014034.7347593997,1.01,0.0
177,TCS.NS,2116.28,sac,buy,0.0,0.0,337.05,1014034.7347593997,1.01,479.0
178,INFY.NS,739.98,sac,sell,0.0,0.0,337.05,1034006.4222593997,1.03,0.0
179,TCS.NS,2157.97,sac,buy,0.0,0.0,337.05,1034006.4222593997,1.03,479.0
180,INFY.NS,741.24,sac,sell,0.0,0.0,337.05,1063870.2972593997,1.06,0.0
181,TCS.NS,2220.32,sac,buy,0.0,0.0,337.05,1063870.2972593997,1.06,479.0
182,INFY.NS,770.49,sac,sell,0.0,0.0,337.05,1067018.6722593997,1.07,0.0
183,TCS.NS,2226.89,sac,buy,0.0,0.0,337.05,1067018.6722593997,1.07,479.0
184,INFY.NS,751.62,sac,sell,0.0,0.0,337.05,1043052.5472593997,1.04,0.0
185,TCS.NS,2176.86,sac,buy,0.0,0.0,337.05,1043052.5472593997,1.04,479.0
186,INFY.NS,758.41,sac,sell,0.0,0.0,337.05,1036215.1097593997,1.04,0.0
187,TCS.NS,2162.58,sac,buy,0.0,0.0,337.05,1036215.1097593997,1.04,479.0
188,INFY.NS,758.56,sac,sell,0.0,0.0,337.05,1044673.8597593997,1.04,0.0
189,TCS.NS,2180.24,sac,buy,0.0,0.0,337.05,1044673.8597593997,1.04,479.0
190,INFY.NS,773.31,sac,sell,0.0,0.0,337.05,1043569.5472593997,1.04,0.0
191,TCS.NS,2177.94,sac,buy,0.0,0.0,337.05,1043569.5472593997,1.04,479.0
192,INFY.NS,759.92,sac,sell,0.0,0.0,337.05,1020989.4222593997,1.02,0.0
193,TCS.NS,2130.8,sac,buy,0.0,0.0,337.05,1020989.4222593997,1.02,479.0
194,INFY.NS,806.2,sac,sell,0.0,0.0,337.05,1050101.4222593997,1.05,0.0
195,TCS.NS,2191.58,sac,buy,0.0,0.0,337.05,1050101.4222593997,1.05,479.0
196,INFY.NS,883.86,sac,sell,0.0,0.0,337.05,1052856.6722593997,1.05,0.0
197,TCS.NS,2197.33,sac,buy,0.0,0.0,337.05,1052856.6722593997,1.05,479.0
198,INFY.NS,876.25,sac,sell,0.0,0.0,337.05,1036843.2347593997,1.04,0.0
199,TCS.NS,2163.9,sac,buy,0.0,0.0,337.05,1036843.2347593997,1.04,479.0
200,INFY.NS,906.47,sac,sell,0.0,0.0,337.05,1040210.7347593997,1.04,0.0
201,TCS.NS,2170.93,sac,buy,0.0,0.0,337.05,1040210.7347593997,1.04,479.0
202,INFY.NS,908.85,sac,sell,0.0,0.0,337.05,1048288.1097593997,1.05,0.0
203,TCS.NS,2187.79,sac,buy,0.0,0.0,337.05,1048288.1097593997,1.05,479.0
204,INFY.NS,890.56,sac,sell,0.0,0.0,337.05,1032227.7347593997,1.03,0.0
205,TCS.NS,2154.26,sac,buy,0.0,0.0,337.05,1032227.7347593997,1.03,479.0
206,INFY.NS,880.9,sac,sell,0.0,0.0,337.05,1022925.7972593997,1.02,0.0
207,TCS.NS,2134.84,sac,buy,0.0,0.0,337.05,1022925.7972593997,1.02,479.0
208,INFY.NS,895.36,sac,sell,0.0,0.0,337.05,1016426.2972593997,1.02,0.0
209,TCS.NS,2121.27,sac,buy,0.0,0.0,337.05,1016426.2972593997,1.02,479.0
210,INFY.NS,920.2,sac,sell,0.0,0.0,337.05,1039692.7972593997,1.04,0.0
211,TCS.NS,2169.84,sac,buy,0.0,0.0,337.05,1039692.7972593997,1.04,479.0
212,INFY.NS,934.17,sac,sell,0.0,0.0,337.05,1088179.9222593997,1.09,0.0
213,TCS.NS,2271.07,sac,buy,0.0,0.0,337.05,1088179.9222593997,1.09,479.0
214,INFY.NS,925.73,sac,sell,0.0,0.0,337.05,1072307.9222593997,1.07,0.0
215,TCS.NS,2237.94,sac,buy,0.0,0.0,337.05,1072307.9222593997,1.07,479.0
216,INFY.NS,932.81,sac,sell,0.0,0.0,337.05,1073932.9222593997,1.07,0.0
217,TCS.NS,2241.33,sac,buy,0.0,0.0,337.05,1073932.9222593997,1.07,479.0
218,INFY.NS,937.22,sac,sell,0.0,0.0,337.05,1074827.6722593997,1.07,0.0
219,TCS.NS,2243.2,sac,buy,0.0,0.0,337.05,1074827.6722593997,1.07,479.0
220,INFY.NS,928.39,sac,sell,0.0,0.0,337.05,1061993.6722593997,1.06,0.0
221,TCS.NS,2216.4,sac,buy,0.0,0.0,337.05,1061993.6722593997,1.06,479.0
222,INFY.NS,921.55,sac,sell,0.0,0.0,337.05,1059897.6722593997,1.06,0.0
223,TCS.NS,2212.03,sac,buy,0.0,0.0,337.05,1059897.6722593997,1.06,479.0
224,INFY.NS,916.56,sac,sell,0.0,0.0,337.05,1064513.2972593997,1.06,0.0
225,TCS.NS,2221.66,sac,buy,0.0,0.0,337.05,1064513.2972593997,1.06,479.0
226,INFY.NS,941.93,sac,sell,0.0,0.0,337.05,1087403.0472593997,1.09,0.0
227,TCS.NS,2269.45,sac,buy,0.0,0.0,337.05,1087403.0472593997,1.09,479.0
228,INFY.NS,922.57,sac,sell,0.0,0.0,337.05,1081397.7972593997,1.08,0.0
229,TCS.NS,2256.91,sac,buy,0.0,0.0,337.05,1081397.7972593997,1.08,479.0
230,INFY.NS,923.01,sac,sell,0.0,0.0,337.05,1075487.0472593997,1.08,0.0
231,TCS.NS,2244.57,sac,buy,0.0,0.0,337.05,1075487.0472593997,1.08,479.0
232,INFY.NS,920.2,sac,sell,0.0,0.0,337.05,1074121.1722593997,1.07,0.0
233,TCS.NS,2241.72,sac,buy,0.0,0.0,337.05,1074121.1722593997,1.07,479.0
234,INFY.NS,926.5,sac,sell,0.0,0.0,337.05,1063500.7972593997,1.06,0.0
235,TCS.NS,2219.55,sac,buy,0.0,0.0,337.05,1063500.7972593997,1.06,479.0
236,INFY.NS,922.86,sac,sell,0.0,0.0,337.05,1062134.6722593997,1.06,0.0
237,TCS.NS,2216.7,sac,buy,0.0,0.0,337.05,1062134.6722593997,1.06,479.0
238,INFY.NS,925.19,sac,sell,0.0,0.0,337.05,1056341.7972593997,1.06,0.0
239,TCS.NS,2204.6,sac,buy,0.0,0.0,337.05,1056341.7972593997,1.06,479.0
240,INFY.NS,928.98,sac,sell,0.0,0.0,337.05,1061640.2972593997,1.06,0.0
241,TCS.NS,2215.66,sac,buy,0.0,0.0,337.05,1061640.2972593997,1.06,479.0
242,INFY.NS,938.73,sac,sell,0.0,0.0,337.05,1069340.7972593997,1.07,0.0
243,TCS.NS,2231.74,sac,buy,0.0,0.0,337.05,1069340.7972593997,1.07,479.0
244,INFY.NS,930.72,sac,sell,0.0,0.0,337.05,1063147.4222593997,1.06,0.0
245,TCS.NS,2218.81,sac,buy,0.0,0.0,337.05,1063147.4222593997,1.06,479.0
246,INFY.NS,926.7,sac,sell,0.0,0.0,337.05,1061381.2972593997,1.06,0.0
247,TCS.NS,2215.12,sac,buy,0.0,0.0,337.05,1061381.2972593997,1.06,479.0
248,INFY.NS,920.54,sac,sell,0.0,0.0,337.05,1059379.7972593997,1.06,0.0
249,TCS.NS,2210.94,sac,buy,0.0,0.0,337.05,1059379.7972593997,1.06,479.0
250,INFY.NS,919.18,sac,sell,0.0,0.0,337.05,1059144.2972593997,1.06,0.0
251,TCS.NS,2210.45,sac,buy,0.0,0.0,337.05,1059144.2972593997,1.06,479.0
252,INFY.NS,910.15,sac,sell,0.0,0.0,337.05,1056577.4222593997,1.06,0.0
253,TCS.NS,2205.09,sac,buy,0.0,0.0,337.05,1056577.4222593997,1.06,479.0
254,INFY.NS,922.48,sac,sell,0.0,0.0,337.05,1061687.5472593997,1.06,0.0
255,TCS.NS,2215.76,sac,buy,0.0,0.0,337.05,1061687.5472593997,1.06,479.0
256,INFY.NS,918.84,sac,sell,0.0,0.0,337.05,1059285.4222593997,1.06,0.0
257,TCS.NS,2210.75,sac,buy,0.0,0.0,337.05,1059285.4222593997,1.06,479.0
258,INFY.NS,907.39,sac,sell,0.0,0.0,337.05,1054646.2972593997,1.05,0.0
259,TCS.NS,2201.06,sac,buy,0.0,0.0,337.05,1054646.2972593997,1.05,479.0
260,INFY.NS,900.94,sac,sell,0.0,0.0,337.05,1063453.6722593997,1.06,0.0
261,TCS.NS,2219.45,sac,buy,0.0,0.0,337.05,1063453.6722593997,1.06,479.0
262,INFY.NS,886.92,sac,sell,0.0,0.0,337.05,1058319.9222593997,1.06,0.0
263,TCS.NS,2208.73,sac,buy,0.0,0.0,337.05,1058319.9222593997,1.06,479.0
264,INFY.NS,896.47,sac,sell,0.0,0.0,337.05,1067174.2972593997,1.07,0.0
265,TCS.NS,2227.22,sac,buy,0.0,0.0,337.05,1067174.2972593997,1.07,479.0
266,INFY.NS,907.68,sac,sell,0.0,0.0,337.05,1083352.2972593997,1.08,0.0
267,TCS.NS,2260.99,sac,buy,0.0,0.0,337.05,1083352.2972593997,1.08,479.0
268,INFY.NS,891.77,sac,sell,0.0,0.0,337.05,1078312.9222593997,1.08,0.0
269,TCS.NS,2250.47,sac,buy,0.0,0.0,337.05,1078312.9222593997,1.08,479.0
270,INFY.NS,897.49,sac,sell,0.0,0.0,337.05,1096328.0472593997,1.1,0.0
271,TCS.NS,2288.08,sac,buy,0.0,0.0,337.05,1096328.0472593997,1.1,479.0
272,INFY.NS,911.32,sac,sell,0.0,0.0,337.05,1106289.0472593997,1.11,0.0
273,TCS.NS,2308.88,sac,buy,0.0,0.0,337.05,1106289.0472593997,1.11,479.0
274,INFY.NS,900.11,sac,sell,0.0,0.0,337.05,1096610.5472593997,1.1,0.0
275,TCS.NS,2288.67,sac,buy,0.0,0.0,337.05,1096610.5472593997,1.1,479.0
276,INFY.NS,912.05,sac,sell,0.0,0.0,337.05,1098258.9222593997,1.1,0.0
277,TCS.NS,2292.11,sac,buy,0.0,0.0,337.05,1098258.9222593997,1.1,479.0
278,INFY.NS,917.53,sac,sell,0.0,0.0,337.05,1118487.5472593997,1.12,0.0
279,TCS.NS,2334.34,sac,buy,0.0,0.0,337.05,1118487.5472593997,1.12,479.0
280,INFY.NS,949.25,sac,sell,0.0,0.0,337.05,1173733.4222593997,1.17,0.0
281,TCS.NS,2449.68,sac,buy,0.0,0.0,337.05,1173733.4222593997,1.17,479.0
282,INFY.NS,953.18,sac,sell,0.0,0.0,337.05,1173733.4222593997,1.17,0.0
283,TCS.NS,2449.68,sac,buy,0.0,0.0,337.05,1173733.4222593997,1.17,479.0
284,INFY.NS,971.91,sac,sell,0.0,0.0,337.05,1179196.6722593997,1.18,0.0
285,TCS.NS,2461.08,sac,buy,0.0,0.0,337.05,1179196.6722593997,1.18,479.0
286,INFY.NS,980.88,sac,sell,0.0,0.0,337.05,1159392.0472593997,1.16,0.0
287,TCS.NS,2419.74,sac,buy,0.0,0.0,337.05,1159392.0472593997,1.16,479.0
288,INFY.NS,972.3,sac,sell,0.0,0.0,337.05,1154187.4222593997,1.15,0.0
289,TCS.NS,2408.87,sac,buy,0.0,0.0,337.05,1154187.4222593997,1.15,479.0
