,tic,share_price,model_name,action,no_of_shares_for_action,amount_for_action,balance_left,total_asset_value,return_ratio,total_no_of_shares
2398,INFY.NS,1041.97,ddpg,sell,0.0,0.0,625.84,1243683.0856372071,1.24,0.0
2399,TCS.NS,2600.54,ddpg,buy,0.0,0.0,625.84,1243683.0856372071,1.24,478.0
2400,INFY.NS,1072.76,ddpg,sell,0.0,0.0,625.84,1252910.5856372071,1.25,0.0
2401,TCS.NS,2619.84,ddpg,buy,0.0,0.0,625.84,1252910.5856372071,1.25,478.0
2402,INFY.NS,1082.62,ddpg,sell,0.0,0.0,625.84,1268274.0856372071,1.27,0.0
2403,TCS.NS,2651.98,ddpg,buy,0.0,0.0,625.84,1268274.0856372071,1.27,478.0
2404,INFY.NS,1091.2,ddpg,sell,0.0,0.0,625.84,1278540.2106372071,1.28,0.0
2405,TCS.NS,2673.46,ddpg,buy,0.0,0.0,625.84,1278540.2106372071,1.28,478.0
2406,INFY.NS,1114.54,ddpg,sell,0.0,0.0,625.84,1287578.9606372071,1.29,0.0
2407,TCS.NS,2692.37,ddpg,buy,0.0,0.0,625.84,1287578.9606372071,1.29,478.0
2408,INFY.NS,1069.92,ddpg,sell,0.0,0.0,625.84,1251235.0856372071,1.25,0.0
2409,TCS.NS,2616.34,ddpg,buy,0.0,0.0,625.84,1251235.0856372071,1.25,478.0
2410,INFY.NS,1100.76,ddpg,sell,0.0,0.0,625.84,1269265.4606372071,1.27,0.0
2411,TCS.NS,2654.06,ddpg,buy,0.0,0.0,625.84,1269265.4606372071,1.27,478.0
2412,INFY.NS,1096.1,ddpg,sell,0.0,0.0,625.84,1261359.3356372071,1.26,0.0
2413,TCS.NS,2637.52,ddpg,buy,0.0,0.0,625.84,1261359.3356372071,1.26,478.0
2414,INFY.NS,1102.43,ddpg,sell,0.0,0.0,625.84,1254657.0856372071,1.25,0.0
2415,TCS.NS,2623.5,ddpg,buy,0.0,0.0,625.84,1254657.0856372071,1.25,478.0
2416,INFY.NS,1101.94,ddpg,sell,0.0,0.0,625.84,1258999.4606372071,1.26,0.0
2417,TCS.NS,2632.58,ddpg,buy,0.0,0.0,625.84,1258999.4606372071,1.26,478.0
2418,INFY.NS,1089.04,ddpg,sell,0.0,0.0,625.84,1240402.5856372071,1.24,0.0
2419,TCS.NS,2593.68,ddpg,buy,0.0,0.0,625.84,1240402.5856372071,1.24,478.0
2420,INFY.NS,1075.51,ddpg,sell,0.0,0.0,625.84,1245240.4606372071,1.25,0.0
2421,TCS.NS,2603.8,ddpg,buy,0.0,0.0,625.84,1245240.4606372071,1.25,478.0
2422,INFY.NS,1081.98,ddpg,sell,0.0,0.0,625.84,1256261.9606372071,1.26,0.0
2423,TCS.NS,2626.85,ddpg,buy,0.0,0.0,625.84,1256261.9606372071,1.26,478.0
2424,INFY.NS,1117.78,ddpg,sell,0.0,0.0,625.84,1286469.7106372071,1.29,0.0
2425,TCS.NS,2690.05,ddpg,buy,0.0,0.0,625.84,1286469.7106372071,1.29,478.0
2426,INFY.NS,1117.97,ddpg,sell,0.0,0.0,625.84,1285431.4606372071,1.29,0.0
2427,TCS.NS,2687.88,ddpg,buy,0.0,0.0,625.84,1285431.4606372071,1.29,478.0
2428,INFY.NS,1094.04,ddpg,sell,0.0,0.0,625.84,1275637.4606372071,1.28,0.0
2429,TCS.NS,2667.39,ddpg,buy,0.0,0.0,625.84,1275637.4606372071,1.28,478.0
2430,INFY.NS,1091.64,ddpg,sell,0.0,0.0,625.84,1284747.0856372071,1.28,0.0
2431,TCS.NS,2686.45,ddpg,buy,0.0,0.0,625.84,1284747.0856372071,1.28,478.0
2432,INFY.NS,1078.7,ddpg,sell,0.0,0.0,625.84,1265418.4606372071,1.27,0.0
2433,TCS.NS,2646.01,ddpg,buy,0.0,0.0,625.84,1265418.4606372071,1.27,478.0
2434,INFY.NS,1115.81,ddpg,sell,0.0,0.0,625.84,1287673.3356372071,1.29,0.0
2435,TCS.NS,2692.57,ddpg,buy,0.0,0.0,625.84,1287673.3356372071,1.29,478.0
2436,INFY.NS,1118.8,ddpg,sell,0.0,0.0,625.84,1298411.4606372071,1.3,0.0
2437,TCS.NS,2715.03,ddpg,buy,0.0,0.0,625.84,1298411.4606372071,1.3,478.0
2438,INFY.NS,1104.63,ddpg,sell,0.0,0.0,625.84,1279484.2106372071,1.28,0.0
2439,TCS.NS,2675.44,ddpg,buy,0.0,0.0,625.84,1279484.2106372071,1.28,478.0
2440,INFY.NS,1112.68,ddpg,sell,0.0,0.0,625.84,1288027.4606372071,1.29,0.0
2441,TCS.NS,2693.31,ddpg,buy,0.0,0.0,625.84,1288027.4606372071,1.29,478.0
2442,INFY.NS,1121.35,ddpg,sell,0.0,0.0,625.84,1292818.2106372071,1.29,0.0
2443,TCS.NS,2703.33,ddpg,buy,0.0,0.0,625.84,1292818.2106372071,1.29,478.0
2444,INFY.NS,1131.01,ddpg,sell,0.0,0.0,625.84,1320949.3356372071,1.32,0.0
2445,TCS.NS,2762.18,ddpg,buy,0.0,0.0,625.84,1320949.3356372071,1.32,478.0
2446,INFY.NS,1152.44,ddpg,sell,0.0,0.0,625.84,1327321.3356372071,1.33,0.0
2447,TCS.NS,2775.51,ddpg,buy,0.0,0.0,625.84,1327321.3356372071,1.33,478.0
2448,INFY.NS,1145.13,ddpg,sell,0.0,0.0,625.84,1314813.4606372071,1.31,0.0
2449,TCS.NS,2749.35,ddpg,buy,0.0,0.0,625.84,1314813.4606372071,1.31,478.0
2450,INFY.NS,1140.67,ddpg,sell,0.0,0.0,625.84,1314482.9606372071,1.31,0.0
2451,TCS.NS,2748.66,ddpg,buy,0.0,0.0,625.84,1314482.9606372071,1.31,478.0
2452,INFY.NS,1142.0,ddpg,sell,0.0,0.0,625.84,1321138.2106372071,1.32,0.0
2453,TCS.NS,2762.58,ddpg,buy,0.0,0.0,625.84,1321138.2106372071,1.32,478.0
2454,INFY.NS,1132.24,ddpg,sell,0.0,0.0,625.84,1304075.3356372071,1.3,0.0
2455,TCS.NS,2726.88,ddpg,buy,0.0,0.0,625.84,1304075.3356372071,1.3,478.0
2456,INFY.NS,1143.12,ddpg,sell,0.0,0.0,625.84,1328925.9606372071,1.33,0.0
2457,TCS.NS,2778.87,ddpg,buy,0.0,0.0,625.84,1328925.9606372071,1.33,478.0
2458,INFY.NS,1136.75,ddpg,sell,0.0,0.0,625.84,1340254.0856372071,1.34,0.0
2459,TCS.NS,2802.57,ddpg,buy,0.0,0.0,625.84,1340254.0856372071,1.34,478.0
2460,INFY.NS,1166.76,ddpg,sell,0.0,0.0,625.84,1351015.5856372071,1.35,0.0
2461,TCS.NS,2825.08,ddpg,buy,0.0,0.0,625.84,1351015.5856372071,1.35,478.0
2462,INFY.NS,1154.5,ddpg,sell,0.0,0.0,625.84,1331734.4606372071,1.33,0.0
2463,TCS.NS,2784.75,ddpg,buy,0.0,0.0,625.84,1331734.4606372071,1.33,478.0
2464,INFY.NS,1196.86,ddpg,sell,0.0,0.0,625.84,1356443.8356372071,1.36,0.0
2465,TCS.NS,2836.44,ddpg,buy,0.0,0.0,625.84,1356443.8356372071,1.36,478.0
2466,INFY.NS,1228.78,ddpg,sell,0.0,0.0,625.84,1373553.5856372071,1.37,0.0
2467,TCS.NS,2872.23,ddpg,buy,0.0,0.0,625.84,1373553.5856372071,1.37,478.0
2468,INFY.NS,1212.11,ddpg,sell,0.0,0.0,625.84,1373836.9606372071,1.37,0.0
2469,TCS.NS,2872.83,ddpg,buy,0.0,0.0,625.84,1373836.9606372071,1.37,478.0
2470,INFY.NS,1216.28,ddpg,sell,0.0,0.0,625.84,1383300.4606372071,1.38,0.0
2471,TCS.NS,2892.62,ddpg,buy,0.0,0.0,625.84,1383300.4606372071,1.38,478.0
2472,INFY.NS,1226.09,ddpg,sell,0.0,0.0,625.84,1383819.5856372071,1.38,0.0
2473,TCS.NS,2893.71,ddpg,buy,0.0,0.0,625.84,1383819.5856372071,1.38,478.0
2474,INFY.NS,1222.65,ddpg,sell,0.0,0.0,625.84,1373813.3356372071,1.37,0.0
2475,TCS.NS,2872.78,ddpg,buy,0.0,0.0,625.84,1373813.3356372071,1.37,478.0
2476,INFY.NS,1231.48,ddpg,sell,0.0,0.0,625.84,1351841.7106372071,1.35,0.0
2477,TCS.NS,2826.81,ddpg,buy,0.0,0.0,625.84,1351841.7106372071,1.35,478.0
2478,INFY.NS,1236.04,ddpg,sell,0.0,0.0,625.84,1382757.7106372071,1.38,0.0
2479,TCS.NS,2891.49,ddpg,buy,0.0,0.0,625.84,1382757.7106372071,1.38,478.0
2480,INFY.NS,1263.3,ddpg,sell,0.0,0.0,625.84,1435243.9606372071,1.44,0.0
2481,TCS.NS,3001.29,ddpg,buy,0.0,0.0,625.84,1435243.9606372071,1.44,478.0
2482,INFY.NS,1268.74,ddpg,sell,0.0,0.0,625.84,1460519.4606372071,1.46,0.0
2483,TCS.NS,3054.17,ddpg,buy,0.0,0.0,625.84,1460519.4606372071,1.46,478.0
2484,INFY.NS,1257.27,ddpg,sell,0.0,0.0,625.84,1440931.7106372071,1.44,0.0
2485,TCS.NS,3013.19,ddpg,buy,0.0,0.0,625.84,1440931.7106372071,1.44,478.0
2486,INFY.NS,1237.71,ddpg,sell,0.0,0.0,625.84,1432105.0856372071,1.43,0.0
2487,TCS.NS,2994.73,ddpg,buy,0.0,0.0,625.84,1432105.0856372071,1.43,478.0
2488,INFY.NS,1286.69,ddpg,sell,0.0,0.0,625.84,1473688.2106372071,1.47,0.0
2489,TCS.NS,3081.72,ddpg,buy,0.0,0.0,625.84,1473688.2106372071,1.47,478.0
2490,INFY.NS,1349.55,ddpg,sell,0.0,0.0,625.84,1499907.7106372071,1.5,0.0
2491,TCS.NS,3136.57,ddpg,buy,0.0,0.0,625.84,1499907.7106372071,1.5,478.0
2492,INFY.NS,1345.18,ddpg,sell,0.0,0.0,625.84,1499152.8356372071,1.5,0.0
2493,TCS.NS,3134.99,ddpg,buy,0.0,0.0,625.84,1499152.8356372071,1.5,478.0
2494,INFY.NS,1360.29,ddpg,sell,0.0,0.0,625.84,1491647.9606372071,1.49,0.0
2495,TCS.NS,3119.29,ddpg,buy,0.0,0.0,625.84,1491647.9606372071,1.49,478.0
2496,INFY.NS,1343.96,ddpg,sell,0.0,0.0,625.84,1537873.4606372071,1.54,0.0
2497,TCS.NS,3216.0,ddpg,buy,0.0,0.0,625.84,1537873.4606372071,1.54,478.0
2498,INFY.NS,1318.9,ddpg,sell,0.0,0.0,625.84,1529668.8356372071,1.53,0.0
2499,TCS.NS,3198.83,ddpg,buy,0.0,0.0,625.84,1529668.8356372071,1.53,478.0
2500,INFY.NS,1286.64,ddpg,sell,0.0,0.0,625.84,1524183.2106372071,1.52,0.0
2501,TCS.NS,3187.36,ddpg,buy,0.0,0.0,625.84,1524183.2106372071,1.52,478.0
2502,INFY.NS,1291.15,ddpg,sell,0.0,0.0,625.84,1542602.4606372071,1.54,0.0
2503,TCS.NS,3225.89,ddpg,buy,0.0,0.0,625.84,1542602.4606372071,1.54,478.0
2504,INFY.NS,1313.51,ddpg,sell,0.0,0.0,625.84,1565349.0856372071,1.57,0.0
2505,TCS.NS,3273.48,ddpg,buy,0.0,0.0,625.84,1565349.0856372071,1.57,478.0
2506,INFY.NS,1313.75,ddpg,sell,0.0,0.0,625.84,1548821.2106372071,1.55,0.0
2507,TCS.NS,3238.9,ddpg,buy,0.0,0.0,625.84,1548821.2106372071,1.55,478.0
2508,INFY.NS,1314.88,ddpg,sell,0.0,0.0,625.84,1562653.3356372071,1.56,0.0
2509,TCS.NS,3267.84,ddpg,buy,0.0,0.0,625.84,1562653.3356372071,1.56,478.0
2510,INFY.NS,1299.44,ddpg,sell,0.0,0.0,625.84,1557073.3356372071,1.56,0.0
2511,TCS.NS,3256.17,ddpg,buy,0.0,0.0,625.84,1557073.3356372071,1.56,478.0
2512,INFY.NS,1275.8,ddpg,sell,0.0,0.0,625.84,1542768.0856372071,1.54,0.0
2513,TCS.NS,3226.24,ddpg,buy,0.0,0.0,625.84,1542768.0856372071,1.54,478.0
2514,INFY.NS,1251.48,ddpg,sell,0.0,0.0,625.84,1512266.0856372071,1.51,0.0
2515,TCS.NS,3162.43,ddpg,buy,0.0,0.0,625.84,1512266.0856372071,1.51,478.0
2516,INFY.NS,1215.05,ddpg,sell,0.0,0.0,625.84,1471975.4606372071,1.47,0.0
2517,TCS.NS,3078.14,ddpg,buy,0.0,0.0,625.84,1471975.4606372071,1.47,478.0
2518,INFY.NS,1236.48,ddpg,sell,0.0,0.0,625.84,1485216.3356372071,1.49,0.0
2519,TCS.NS,3105.84,ddpg,buy,0.0,0.0,625.84,1485216.3356372071,1.49,478.0
2520,INFY.NS,1246.63,ddpg,sell,0.0,0.0,625.84,1515529.2106372071,1.52,0.0
2521,TCS.NS,3169.25,ddpg,buy,0.0,0.0,625.84,1515529.2106372071,1.52,478.0
2522,INFY.NS,1259.77,ddpg,sell,0.0,0.0,625.84,1513921.3356372071,1.51,0.0
2523,TCS.NS,3165.89,ddpg,buy,0.0,0.0,625.84,1513921.3356372071,1.51,478.0
2524,INFY.NS,1254.57,ddpg,sell,0.0,0.0,625.84,1508435.7106372071,1.51,0.0
2525,TCS.NS,3154.41,ddpg,buy,0.0,0.0,625.84,1508435.7106372071,1.51,478.0
2526,INFY.NS,1247.46,ddpg,sell,0.0,0.0,625.84,1494012.3356372071,1.49,0.0
2527,TCS.NS,3124.24,ddpg,buy,0.0,0.0,625.84,1494012.3356372071,1.49,478.0
2528,INFY.NS,1278.3,ddpg,sell,0.0,0.0,625.84,1520565.4606372071,1.52,0.0
2529,TCS.NS,3179.79,ddpg,buy,0.0,0.0,625.84,1520565.4606372071,1.52,478.0
2530,INFY.NS,1280.27,ddpg,sell,0.0,0.0,625.84,1502973.7106372071,1.5,0.0
2531,TCS.NS,3142.99,ddpg,buy,0.0,0.0,625.84,1502973.7106372071,1.5,478.0
2532,INFY.NS,1271.39,ddpg,sell,0.0,0.0,625.84,1520187.0856372071,1.52,0.0
2533,TCS.NS,3179.0,ddpg,buy,0.0,0.0,625.84,1520187.0856372071,1.52,478.0
2534,INFY.NS,1267.62,ddpg,sell,0.0,0.0,625.84,1516734.9606372071,1.52,0.0
2535,TCS.NS,3171.78,ddpg,buy,0.0,0.0,625.84,1516734.9606372071,1.52,478.0
2536,INFY.NS,1284.43,ddpg,sell,0.0,0.0,625.84,1509547.0856372071,1.51,0.0
2537,TCS.NS,3156.74,ddpg,buy,0.0,0.0,625.84,1509547.0856372071,1.51,478.0
2538,INFY.NS,1284.29,ddpg,sell,0.0,0.0,625.84,1485452.8356372071,1.49,0.0
2539,TCS.NS,3106.33,ddpg,buy,0.0,0.0,625.84,1485452.8356372071,1.49,478.0
2540,INFY.NS,1265.41,ddpg,sell,0.0,0.0,625.84,1470769.5856372071,1.47,0.0
2541,TCS.NS,3075.61,ddpg,buy,0.0,0.0,625.84,1470769.5856372071,1.47,478.0
2542,INFY.NS,1256.49,ddpg,sell,0.0,0.0,625.84,1453886.9606372071,1.45,0.0
2543,TCS.NS,3040.3,ddpg,buy,0.0,0.0,625.84,1453886.9606372071,1.45,478.0
2544,INFY.NS,1267.42,ddpg,sell,0.0,0.0,625.84,1446438.9606372071,1.45,0.0
2545,TCS.NS,3024.71,ddpg,buy,0.0,0.0,625.84,1446438.9606372071,1.45,478.0
2546,INFY.NS,1266.29,ddpg,sell,0.0,0.0,625.84,1453295.8356372071,1.45,0.0
2547,TCS.NS,3039.06,ddpg,buy,0.0,0.0,625.84,1453295.8356372071,1.45,478.0
2548,INFY.NS,1240.7,ddpg,sell,0.0,0.0,625.84,1399669.3356372071,1.4,0.0
2549,TCS.NS,2926.87,ddpg,buy,0.0,0.0,625.84,1399669.3356372071,1.4,478.0
2550,INFY.NS,1241.83,ddpg,sell,0.0,0.0,625.84,1409954.9606372071,1.41,0.0
2551,TCS.NS,2948.39,ddpg,buy,0.0,0.0,625.84,1409954.9606372071,1.41,478.0
2552,INFY.NS,1249.62,ddpg,sell,0.0,0.0,625.84,1394774.8356372071,1.39,0.0
2553,TCS.NS,2916.63,ddpg,buy,0.0,0.0,625.84,1394774.8356372071,1.39,478.0
2554,INFY.NS,1249.87,ddpg,sell,0.0,0.0,625.84,1417095.5856372071,1.42,0.0
2555,TCS.NS,2963.33,ddpg,buy,0.0,0.0,625.84,1417095.5856372071,1.42,478.0
2556,INFY.NS,1229.03,ddpg,sell,0.0,0.0,625.84,1369332.9606372071,1.37,0.0
2557,TCS.NS,2863.4,ddpg,buy,0.0,0.0,625.84,1369332.9606372071,1.37,478.0
2558,INFY.NS,1242.46,ddpg,sell,0.0,0.0,625.84,1383472.4606372071,1.38,0.0
2559,TCS.NS,2892.98,ddpg,buy,0.0,0.0,625.84,1383472.4606372071,1.38,478.0
2560,INFY.NS,1279.24,ddpg,sell,0.0,0.0,625.84,1422321.0856372071,1.42,0.0
2561,TCS.NS,2974.26,ddpg,buy,0.0,0.0,625.84,1422321.0856372071,1.42,478.0
2562,INFY.NS,1317.53,ddpg,sell,0.0,0.0,625.84,1447266.5856372071,1.45,0.0
2563,TCS.NS,3026.44,ddpg,buy,0.0,0.0,625.84,1447266.5856372071,1.45,478.0
2564,INFY.NS,1304.59,ddpg,sell,0.0,0.0,625.84,1442821.0856372071,1.44,0.0
2565,TCS.NS,3017.14,ddpg,buy,0.0,0.0,625.84,1442821.0856372071,1.44,478.0
2566,INFY.NS,1291.2,ddpg,sell,0.0,0.0,625.84,1423125.0856372071,1.42,0.0
2567,TCS.NS,2975.94,ddpg,buy,0.0,0.0,625.84,1423125.0856372071,1.42,478.0
2568,INFY.NS,1309.88,ddpg,sell,0.0,0.0,625.84,1422604.8356372071,1.42,0.0
2569,TCS.NS,2974.85,ddpg,buy,0.0,0.0,625.84,1422604.8356372071,1.42,478.0
2570,INFY.NS,1319.49,ddpg,sell,0.0,0.0,625.84,1443412.2106372071,1.44,0.0
2571,TCS.NS,3018.38,ddpg,buy,0.0,0.0,625.84,1443412.2106372071,1.44,478.0
2572,INFY.NS,1341.65,ddpg,sell,0.0,0.0,625.84,1452870.2106372071,1.45,0.0
2573,TCS.NS,3038.17,ddpg,buy,0.0,0.0,625.84,1452870.2106372071,1.45,478.0
2574,INFY.NS,1348.22,ddpg,sell,0.0,0.0,625.84,1446722.5856372071,1.45,0.0
2575,TCS.NS,3025.31,ddpg,buy,0.0,0.0,625.84,1446722.5856372071,1.45,478.0
2576,INFY.NS,1347.0,ddpg,sell,0.0,0.0,625.84,1450600.3356372071,1.45,0.0
2577,TCS.NS,3033.42,ddpg,buy,0.0,0.0,625.84,1450600.3356372071,1.45,478.0
2578,INFY.NS,1357.2,ddpg,sell,0.0,0.0,625.84,1471360.7106372071,1.47,0.0
2579,TCS.NS,3076.85,ddpg,buy,0.0,0.0,625.84,1471360.7106372071,1.47,478.0
2580,INFY.NS,1360.14,ddpg,sell,0.0,0.0,625.84,1472731.8356372071,1.47,0.0
2581,TCS.NS,3079.72,ddpg,buy,0.0,0.0,625.84,1472731.8356372071,1.47,478.0
2582,INFY.NS,1311.2,ddpg,sell,0.0,0.0,625.84,1436578.9606372071,1.44,0.0
2583,TCS.NS,3004.09,ddpg,buy,0.0,0.0,625.84,1436578.9606372071,1.44,478.0
2584,INFY.NS,1318.41,ddpg,sell,0.0,0.0,625.84,1443057.5856372071,1.44,0.0
2585,TCS.NS,3017.64,ddpg,buy,0.0,0.0,625.84,1443057.5856372071,1.44,478.0
2586,INFY.NS,1344.25,ddpg,sell,0.0,0.0,625.84,1480629.2106372071,1.48,0.0
2587,TCS.NS,3096.24,ddpg,buy,0.0,0.0,625.84,1480629.2106372071,1.48,478.0
2588,INFY.NS,1344.99,ddpg,sell,0.0,0.0,625.84,1486753.4606372071,1.49,0.0
2589,TCS.NS,3109.05,ddpg,buy,0.0,0.0,625.84,1486753.4606372071,1.49,478.0
2590,INFY.NS,1327.53,ddpg,sell,0.0,0.0,625.84,1476586.0856372071,1.48,0.0
2591,TCS.NS,3087.78,ddpg,buy,0.0,0.0,625.84,1476586.0856372071,1.48,478.0
2592,INFY.NS,1307.97,ddpg,sell,0.0,0.0,625.84,1449985.7106372071,1.45,0.0
2593,TCS.NS,3032.13,ddpg,buy,0.0,0.0,625.84,1449985.7106372071,1.45,478.0
2594,INFY.NS,1310.32,ddpg,sell,0.0,0.0,625.84,1450907.7106372071,1.45,0.0
2595,TCS.NS,3034.06,ddpg,buy,0.0,0.0,625.84,1450907.7106372071,1.45,478.0
2596,INFY.NS,1358.47,ddpg,sell,0.0,0.0,625.84,1494296.0856372071,1.49,0.0
2597,TCS.NS,3124.83,ddpg,buy,0.0,0.0,625.84,1494296.0856372071,1.49,478.0
2598,INFY.NS,1341.56,ddpg,sell,0.0,0.0,625.84,1503423.0856372071,1.5,0.0
2599,TCS.NS,3143.93,ddpg,buy,0.0,0.0,625.84,1503423.0856372071,1.5,478.0
2600,INFY.NS,1358.37,ddpg,sell,0.0,0.0,625.84,1497346.3356372071,1.5,0.0
2601,TCS.NS,3131.21,ddpg,buy,0.0,0.0,625.84,1497346.3356372071,1.5,478.0
2602,INFY.NS,1382.6,ddpg,sell,0.0,0.0,625.84,1532293.3356372071,1.53,0.0
2603,TCS.NS,3204.33,ddpg,buy,0.0,0.0,625.84,1532293.3356372071,1.53,478.0
2604,INFY.NS,1383.72,ddpg,sell,0.0,0.0,625.84,1544494.0856372071,1.54,0.0
2605,TCS.NS,3229.85,ddpg,buy,0.0,0.0,625.84,1544494.0856372071,1.54,478.0
2606,INFY.NS,1402.5,ddpg,sell,0.0,0.0,625.84,1547662.5856372071,1.55,0.0
2607,TCS.NS,3236.48,ddpg,buy,0.0,0.0,625.84,1547662.5856372071,1.55,478.0
2608,INFY.NS,1411.97,ddpg,sell,0.0,0.0,625.84,1569392.3356372071,1.57,0.0
2609,TCS.NS,3281.94,ddpg,buy,0.0,0.0,625.84,1569392.3356372071,1.57,478.0
2610,INFY.NS,1413.14,ddpg,sell,0.0,0.0,625.84,1571709.3356372071,1.57,0.0
2611,TCS.NS,3286.79,ddpg,buy,0.0,0.0,625.84,1571709.3356372071,1.57,478.0
2612,INFY.NS,1398.14,ddpg,sell,0.0,0.0,625.84,1535911.0856372071,1.54,0.0
2613,TCS.NS,3211.89,ddpg,buy,0.0,0.0,625.84,1535911.0856372071,1.54,478.0
2614,INFY.NS,1370.09,ddpg,sell,0.0,0.0,625.84,1468523.2106372071,1.47,0.0
2615,TCS.NS,3070.92,ddpg,buy,0.0,0.0,625.84,1468523.2106372071,1.47,478.0
2616,INFY.NS,1334.4,ddpg,sell,0.0,0.0,625.84,1522858.9606372071,1.52,0.0
2617,TCS.NS,3184.59,ddpg,buy,0.0,0.0,625.84,1522858.9606372071,1.52,478.0
2618,INFY.NS,1327.53,ddpg,sell,0.0,0.0,625.84,1511604.0856372071,1.51,0.0
2619,TCS.NS,3161.04,ddpg,buy,0.0,0.0,625.84,1511604.0856372071,1.51,478.0
2620,INFY.NS,1336.16,ddpg,sell,0.0,0.0,625.84,1495833.0856372071,1.5,0.0
2621,TCS.NS,3128.05,ddpg,buy,0.0,0.0,625.84,1495833.0856372071,1.5,478.0
2622,INFY.NS,1325.18,ddpg,sell,0.0,0.0,625.84,1487675.5856372071,1.49,0.0
2623,TCS.NS,3110.98,ddpg,buy,0.0,0.0,625.84,1487675.5856372071,1.49,478.0
2624,INFY.NS,1324.93,ddpg,sell,0.0,0.0,625.84,1475498.4606372071,1.48,0.0
2625,TCS.NS,3085.51,ddpg,buy,0.0,0.0,625.84,1475498.4606372071,1.48,478.0
2626,INFY.NS,1307.97,ddpg,sell,0.0,0.0,625.84,1471100.5856372071,1.47,0.0
2627,TCS.NS,3076.31,ddpg,buy,0.0,0.0,625.84,1471100.5856372071,1.47,478.0
2628,INFY.NS,1317.53,ddpg,sell,0.0,0.0,625.84,1466986.2106372071,1.47,0.0
2629,TCS.NS,3067.7,ddpg,buy,0.0,0.0,625.84,1466986.2106372071,1.47,478.0
2630,INFY.NS,1322.38,ddpg,sell,0.0,0.0,625.84,1481740.7106372071,1.48,0.0
2631,TCS.NS,3098.57,ddpg,buy,0.0,0.0,625.84,1481740.7106372071,1.48,478.0
2632,INFY.NS,1329.74,ddpg,sell,0.0,0.0,625.84,1478004.8356372071,1.48,0.0
2633,TCS.NS,3090.75,ddpg,buy,0.0,0.0,625.84,1478004.8356372071,1.48,478.0
2634,INFY.NS,1330.08,ddpg,sell,0.0,0.0,625.84,1473819.7106372071,1.47,0.0
2635,TCS.NS,3082.0,ddpg,buy,0.0,0.0,625.84,1473819.7106372071,1.47,478.0
2636,INFY.NS,1328.12,ddpg,sell,0.0,0.0,625.84,1436176.8356372071,1.44,0.0
2637,TCS.NS,3003.24,ddpg,buy,0.0,0.0,625.84,1436176.8356372071,1.44,478.0
2638,INFY.NS,1325.87,ddpg,sell,0.0,0.0,625.84,1436815.4606372071,1.44,0.0
2639,TCS.NS,3004.58,ddpg,buy,0.0,0.0,625.84,1436815.4606372071,1.44,478.0
2640,INFY.NS,1303.65,ddpg,sell,0.0,0.0,625.84,1442844.8356372071,1.44,0.0
2641,TCS.NS,3017.19,ddpg,buy,0.0,0.0,625.84,1442844.8356372071,1.44,478.0
2642,INFY.NS,1315.52,ddpg,sell,0.0,0.0,625.84,1464574.3356372071,1.46,0.0
2643,TCS.NS,3062.65,ddpg,buy,0.0,0.0,625.84,1464574.3356372071,1.46,478.0
2644,INFY.NS,1335.23,ddpg,sell,0.0,0.0,625.84,1472022.5856372071,1.47,0.0
2645,TCS.NS,3078.24,ddpg,buy,0.0,0.0,625.84,1472022.5856372071,1.47,478.0
2646,INFY.NS,1326.36,ddpg,sell,0.0,0.0,625.84,1482166.3356372071,1.48,0.0
2647,TCS.NS,3099.46,ddpg,buy,0.0,0.0,625.84,1482166.3356372071,1.48,478.0
2648,INFY.NS,1313.61,ddpg,sell,0.0,0.0,625.84,1488124.7106372071,1.49,0.0
2649,TCS.NS,3111.92,ddpg,buy,0.0,0.0,625.84,1488124.7106372071,1.49,478.0
2650,INFY.NS,1304.88,ddpg,sell,0.0,0.0,625.84,1477295.4606372071,1.48,0.0
2651,TCS.NS,3089.27,ddpg,buy,0.0,0.0,625.84,1477295.4606372071,1.48,478.0
2652,INFY.NS,1301.3,ddpg,sell,0.0,0.0,625.84,1460744.0856372071,1.46,0.0
2653,TCS.NS,3054.64,ddpg,buy,0.0,0.0,625.84,1460744.0856372071,1.46,478.0
2654,INFY.NS,1290.91,ddpg,sell,0.0,0.0,625.84,1443672.4606372071,1.44,0.0
2655,TCS.NS,3018.93,ddpg,buy,0.0,0.0,625.84,1443672.4606372071,1.44,478.0
2656,INFY.NS,1303.65,ddpg,sell,0.0,0.0,625.84,1452302.7106372071,1.45,0.0
2657,TCS.NS,3036.98,ddpg,buy,0.0,0.0,625.84,1452302.7106372071,1.45,478.0
2658,INFY.NS,1314.05,ddpg,sell,0.0,0.0,625.84,1461311.5856372071,1.46,0.0
2659,TCS.NS,3055.83,ddpg,buy,0.0,0.0,625.84,1461311.5856372071,1.46,478.0
2660,INFY.NS,1311.11,ddpg,sell,0.0,0.0,625.84,1458095.7106372071,1.46,0.0
2661,TCS.NS,3049.1,ddpg,buy,0.0,0.0,625.84,1458095.7106372071,1.46,478.0
2662,INFY.NS,1313.36,ddpg,sell,0.0,0.0,625.84,1447692.0856372071,1.45,0.0
2663,TCS.NS,3027.34,ddpg,buy,0.0,0.0,625.84,1447692.0856372071,1.45,478.0
2664,INFY.NS,1328.27,ddpg,sell,0.0,0.0,625.84,1457386.3356372071,1.46,0.0
2665,TCS.NS,3047.62,ddpg,buy,0.0,0.0,625.84,1457386.3356372071,1.46,478.0
