,0
Annual return,0.09047066769701306
Cumulative returns,0.16125850566765232
Annual volatility,0.14151689311380897
Sharpe ratio,0.6842783793984702
Calmar ratio,0.4885232607090752
Stability,0.7216533543259065
Max drawdown,-0.18519213919455527
Omega ratio,1.1350643354733594
Sortino ratio,0.961703543303537
Skew,
Kurtosis,
Tail ratio,0.987539810571187
Daily value at risk,-0.01744517903034265
