,0
Annual return,0.10565366484436445
Cumulative returns,0.1893095107590872
Annual volatility,0.1720313484249001
Sharpe ratio,0.6710668880897915
Calmar ratio,0.5893424009830881
Stability,0.6218100646079944
Max drawdown,-0.17927382226040836
Omega ratio,1.1211946339342498
Sortino ratio,0.9837002298824712
Skew,
Kurtosis,
Tail ratio,0.9384752941804193
Daily value at risk,-0.021215799389013006
