,0
Annual return,0.08970393101463014
Cumulative returns,0.15984941486470938
Annual volatility,0.1418092831719018
Sharpe ratio,0.6781850477095529
Calmar ratio,0.4832555841470231
Stability,0.7182694935617762
Max drawdown,-0.18562419961057108
Omega ratio,1.1337192470200657
Sortino ratio,0.9533573860346827
Skew,
Kurtosis,
Tail ratio,0.9828330050147557
Daily value at risk,-0.01748465169446299
