,0
Annual return,0.21259075096771562
Cumulative returns,0.3947833145287807
Annual volatility,0.17489160927872804
Sharpe ratio,1.1925200972944274
Calmar ratio,1.2201060541303417
Stability,0.7904861986303555
Max drawdown,-0.17423956732945195
Omega ratio,1.2254309166990314
Sortino ratio,1.7186508878452584
Skew,
Kurtosis,
Tail ratio,1.0753109711274285
Daily value at risk,-0.021206645617490645
