,0
Annual return,0.09629916792586513
Cumulative returns,0.1719935062525486
Annual volatility,0.17449457060584814
Sharpe ratio,0.6151303637131805
Calmar ratio,0.5207835128138252
Stability,0.5792564256202885
Max drawdown,-0.18491209025714894
Omega ratio,1.1099717913792495
Sortino ratio,0.9126933349757758
Skew,
Kurtosis,
Tail ratio,1.0072319198639088
Daily value at risk,-0.021558309360183155
