,date,account_value
187,2021-04-08,17181728.42056366
188,2021-04-09,17194629.922364198
189,2021-04-12,16597698.90875336
190,2021-04-13,16811719.461106263
191,2021-04-15,16726651.056626284
192,2021-04-16,16964117.512360536
193,2021-04-19,16634756.25186249
194,2021-04-20,16615586.101807635
195,2021-04-22,16457168.634203097
196,2021-04-23,16330530.868066728
197,2021-04-26,16421215.291342134
198,2021-04-27,16462855.087496217
199,2021-04-28,16704681.97127927
200,2021-04-29,16823433.545077182
201,2021-04-30,16605835.459801866
202,2021-05-03,16689864.561858295
203,2021-05-04,16564125.85668355
204,2021-05-05,16701313.262366228
205,2021-05-06,16750401.24414284
206,2021-05-07,16874146.500320513
207,2021-05-10,16870419.782926105
208,2021-05-11,16848770.907923542
209,2021-05-12,16655152.82629059
210,2021-05-14,16626267.611500064
211,2021-05-17,16829624.38779276
212,2021-05-18,16993790.641400836
213,2021-05-19,16987051.26611092
214,2021-05-20,16931912.33101038
215,2021-05-21,17048349.33063324
216,2021-05-24,16898362.24743259
217,2021-05-25,17030686.304538608
218,2021-05-26,17219562.488170505
219,2021-05-27,17417814.889255404
220,2021-05-28,17252532.433099687
221,2021-06-01,17402751.60177034
222,2021-06-02,17453344.59864229
223,2021-06-03,17583008.821008623
224,2021-06-04,17576304.35454744
225,2021-06-07,17710551.183359087
226,2021-06-08,17667296.910730302
227,2021-06-09,17479479.865976274
228,2021-06-10,17611369.908441484
229,2021-06-11,17615785.984125078
230,2021-06-14,17676282.581720293
231,2021-06-15,17670626.757959306
232,2021-06-16,17635358.853479326
233,2021-06-17,17614657.5314731
234,2021-06-18,17528692.36262001
235,2021-06-21,17595361.755793948
236,2021-06-22,17816124.19759125
237,2021-06-23,17788588.41058629
238,2021-06-24,17838215.683943085
239,2021-06-25,17904674.017048433
240,2021-06-28,17822970.1627477
241,2021-06-29,17749899.591142617
242,2021-06-30,17589656.808092434
243,2021-07-01,17467507.76946473
244,2021-07-02,17446460.697175644
245,2021-07-06,17654305.319267016
246,2021-07-07,17729720.64629671
247,2021-07-08,17650755.042983294
248,2021-07-09,17759090.976224933
249,2021-07-12,17903275.57555376
250,2021-07-13,17920282.4837489
251,2021-07-14,17984976.02292306
252,2021-07-15,18023245.57494076
253,2021-07-16,17940879.205107264
254,2021-07-19,17875427.88239245
255,2021-07-20,17851523.694228165
256,2021-07-22,18075578.327577166
257,2021-07-23,18134918.329134844
258,2021-07-26,18193214.230850846
259,2021-07-27,18099036.52261942
260,2021-07-28,17989610.099168796
261,2021-07-29,18122248.42008812
262,2021-07-30,18114844.084072497
263,2021-08-02,18315288.341662217
264,2021-08-03,18544516.386256456
265,2021-08-04,18484028.914637055
266,2021-08-05,18430484.143634614
267,2021-08-06,18275274.156888947
268,2021-08-09,18339732.07970557
269,2021-08-10,18091471.46173859
270,2021-08-11,18000761.211049166
271,2021-08-12,18038690.560007602
272,2021-08-13,18062455.016893327
273,2021-08-16,17991785.416004412
274,2021-08-17,18218864.270963013
275,2021-08-18,18343711.14776108
276,2021-08-20,18355657.080531083
277,2021-08-23,18443728.213885423
278,2021-08-24,18791610.016796175
279,2021-08-25,18655285.460850094
280,2021-08-26,18697011.84137939
281,2021-08-27,18873939.334924128
282,2021-08-30,19077333.799370438
283,2021-08-31,19456022.645857476
284,2021-09-01,19431897.687495586
285,2021-09-02,19885594.063837077
286,2021-09-03,19967941.751056314
287,2021-09-07,20082404.777441233
288,2021-09-08,19938153.80921058
289,2021-09-09,20062291.03120286
290,2021-09-13,20127793.259473246
291,2021-09-14,20064681.882089823
292,2021-09-15,20135646.943987086
293,2021-09-16,20027358.712588098
294,2021-09-17,20055334.136789516
295,2021-09-20,19953761.216287807
296,2021-09-21,20111181.982973292
297,2021-09-22,20047813.3629324
298,2021-09-23,20315718.491129115
299,2021-09-24,20235311.813837245
300,2021-09-27,20159142.146150783
301,2021-09-28,19966959.74596615
302,2021-09-29,19934306.21597146
303,2021-09-30,19900377.213079173
304,2021-10-01,19789400.724156197
305,2021-10-04,20018950.001427043
306,2021-10-05,19951867.917005595
307,2021-10-06,19651553.228367016
308,2021-10-07,19645385.769930504
309,2021-10-08,19626681.15491053
310,2021-10-11,19785070.288748026
311,2021-10-12,19915450.94408282
312,2021-10-13,19933020.901512995
313,2021-10-14,20088549.92499627
314,2021-10-18,20217097.259774104
315,2021-10-19,20178461.46369256
316,2021-10-20,19944474.443581477
317,2021-10-21,19913594.27596368
318,2021-10-22,19868449.095079217
319,2021-10-25,19548651.042544536
320,2021-10-26,19859370.244103737
321,2021-10-27,19787429.021670327
322,2021-10-28,19713866.133090004
323,2021-10-29,19760664.12680561
324,2021-11-01,19901752.876471918
325,2021-11-02,19810785.79252813
326,2021-11-03,19829742.577399317
327,2021-11-04,19900644.43498623
328,2021-11-08,20274401.625580072
329,2021-11-09,20136145.72719715
330,2021-11-10,20183302.836096566
331,2021-11-11,19936576.432537377
332,2021-11-12,20235240.81369314
333,2021-11-15,20213762.693115626
334,2021-11-16,20110075.6358522
335,2021-11-17,20046479.52715417
336,2021-11-18,19755961.155687448
337,2021-11-22,19209192.63949499
338,2021-11-23,19365699.108839486
339,2021-11-24,19309536.56815855
340,2021-11-26,18877209.988866616
341,2021-11-29,18832655.6590955
342,2021-11-30,19009692.920193642
343,2021-12-01,19103135.6387996
344,2021-12-02,19329474.397233073
345,2021-12-03,19070334.817353617
346,2021-12-06,18686353.411921456
347,2021-12-07,18911182.886220712
348,2021-12-08,19261856.233448505
349,2021-12-09,19292523.31263399
350,2021-12-10,19303880.363499165
351,2021-12-13,19146378.81679964
352,2021-12-14,19138145.073894978
353,2021-12-15,18946809.519253254
354,2021-12-16,18996126.80734682
355,2021-12-17,18737666.089649677
356,2021-12-20,18399615.850926224
357,2021-12-21,18596171.822622973
358,2021-12-22,18752506.439583603
359,2021-12-23,18882368.053865343
360,2021-12-27,18856412.251893908
361,2021-12-28,19007602.806021534
362,2021-12-29,19063780.356772266
363,2021-12-30,19016975.379431568
364,2021-12-31,19293762.309775196
365,2022-01-03,19536631.682417713
366,2022-01-04,19604196.12498363
367,2022-01-05,19896302.242258668
368,2022-01-06,19665516.36297095
369,2022-01-07,19751910.87602936
370,2022-01-10,19769626.5428537
371,2022-01-11,19799681.3685159
372,2022-01-12,19820807.319733553
373,2022-01-13,19875093.24427884
374,2022-01-14,19849382.001023225
375,2022-01-18,19764926.85945218
376,2022-01-19,19499358.633103304
377,2022-01-20,19156275.174585864
378,2022-01-21,18740901.461267993
379,2022-01-24,18208049.122386277
380,2022-01-25,18307358.007278338
381,2022-01-27,18052168.865722552
382,2022-01-28,17994951.952789202
383,2022-01-31,18272566.51344289
384,2022-02-01,18617893.408172503
385,2022-02-02,18802884.103057757
386,2022-02-03,18542076.331695452
387,2022-02-04,18467076.334457293
388,2022-02-07,18238479.738067523
389,2022-02-08,18327483.879943743
390,2022-02-09,18648618.716140643
391,2022-02-10,18646101.372238055
392,2022-02-11,18363647.91653432
393,2022-02-14,17774229.45910634
394,2022-02-15,18451933.44338979
395,2022-02-16,18422056.533126727
396,2022-02-17,18337311.403869525
397,2022-02-18,18205564.608611956
398,2022-02-22,18204576.737151995
399,2022-02-23,18214565.81913747
400,2022-02-24,17383872.35340108
401,2022-02-25,17822080.825958148
402,2022-02-28,17941505.183837786
403,2022-03-02,17713121.495834246
404,2022-03-03,17260362.870635882
405,2022-03-04,17042672.184005633
406,2022-03-07,16479662.78485402
407,2022-03-08,16682051.909250308
408,2022-03-09,16852814.37961249
409,2022-03-10,17151873.637281314
410,2022-03-11,17176019.285349704
411,2022-03-14,17285896.504505374
412,2022-03-15,17328004.07750098
413,2022-03-16,17746229.81843726
414,2022-03-17,18100591.39857642
415,2022-03-21,17804329.92933814
416,2022-03-22,17878496.481584232
417,2022-03-23,17840753.253221195
418,2022-03-24,17884704.962358158
419,2022-03-25,17787109.211503666
420,2022-03-28,17771867.438951176
421,2022-03-29,17895490.278764408
422,2022-03-30,18275419.976976078
423,2022-03-31,18213447.06807105
424,2022-04-01,18435295.42704932
425,2022-04-04,18612838.45048682
426,2022-04-05,18579651.87489478
427,2022-04-06,18472290.928788822
428,2022-04-07,18376010.66682593
429,2022-04-08,18599016.197923344
430,2022-04-11,18506686.323014896
431,2022-04-12,18382502.770097416
432,2022-04-13,18300544.360093754
433,2022-04-18,18211635.314500492
434,2022-04-19,17904101.487504642
