,date,tic,open,high,low,close,adjcp,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2010-06-07,INFY.NS,338.75,338.75,331.25,333.95623779296875,256.6776123046875,7781952.0,0.0,0.0,335.9160719574725,329.8526658354962,0.0,-66.66666666666667,100.0,333.95623779296875,333.95623779296875,36.56999969482422,0.0
1,2010-06-07,MARUTI.NS,1282.0999755859375,1319.800048828125,1280.800048828125,1315.449951171875,1193.2572021484375,464373.0,0.0,0.0,335.9160719574725,329.8526658354962,0.0,-66.66666666666667,100.0,1315.449951171875,1315.449951171875,36.56999969482422,0.0
2,2010-06-07,TCS.NS,374.95001220703125,378.8999938964844,368.0,376.625,298.64276123046875,1734922.0,0.0,0.0,335.9160719574725,329.8526658354962,0.0,-66.66666666666667,100.0,376.625,376.625,36.56999969482422,0.0
3,2010-06-07,WIPRO.NS,139.90499877929688,148.47750854492188,139.90499877929688,146.86875915527344,128.9197235107422,6614933.0,0.0,0.0,335.9160719574725,329.8526658354962,0.0,-66.66666666666667,100.0,146.86875915527344,146.86875915527344,36.56999969482422,0.0
4,2010-06-08,INFY.NS,333.95623779296875,336.125,330.98126220703125,331.8125,255.030029296875,6651144.0,1.0,-0.04809668125255939,335.9160719574725,329.8526658354962,0.0,-66.66666666666667,100.0,332.8843688964844,332.8843688964844,33.70000076293945,0.0
5,2010-06-08,MARUTI.NS,1319.9000244140625,1337.5,1286.5,1294.3499755859375,1174.1173095703125,608641.0,1.0,-0.4733968881459987,1334.7398350182802,1275.0600917395323,0.0,66.66666666666667,100.0,1304.8999633789062,1304.8999633789062,33.70000076293945,0.0
6,2010-06-08,TCS.NS,377.0,381.0,373.5,375.1000061035156,297.43353271484375,2242222.0,1.0,-0.03421460665185805,378.0191701027022,373.7058360008134,0.0,66.6666666666648,100.0,375.8625030517578,375.8625030517578,33.70000076293945,0.0
7,2010-06-08,WIPRO.NS,147.375,148.27500915527344,144.1125030517578,144.5287628173828,126.86566162109375,4123359.0,1.0,-0.05249991783728092,149.00801554327643,142.38950642937982,0.0,66.66666666667008,100.0,145.69876098632812,145.69876098632812,33.70000076293945,0.0
8,2010-06-09,INFY.NS,333.5,333.5,327.0625,328.1187438964844,252.19093322753906,5427120.0,2.0,-0.17582787422151114,337.20151831942235,325.39013614021303,0.0,-99.999999999999,100.0,331.2958272298177,331.2958272298177,33.72999954223633,0.0
9,2010-06-09,MARUTI.NS,1295.6500244140625,1317.5,1290.050048828125,1303.0,1181.9637451171875,403149.0,2.0,-0.3349648590583456,1325.4803669966327,1283.0529175085758,29.77974812387292,-99.99999999998462,100.0,1304.2666422526042,1304.2666422526042,33.72999954223633,0.0
10,2010-06-09,TCS.NS,376.0,379.2749938964844,365.5,366.5249938964844,290.6340637207031,4867400.0,2.0,-0.3095068154626688,383.63933925225655,361.86066074774345,0.0,-100.00000000000252,60.5696716699725,372.75,372.75,33.72999954223633,0.0
11,2010-06-09,WIPRO.NS,145.10250854492188,145.35000610351562,141.07501220703125,141.59251403808594,124.28825378417969,5918195.0,2.0,-0.15794821481773624,149.61747530790782,139.04254869925362,0.0,-100.00000000000001,100.0,144.33001200358072,144.33001200358072,33.72999954223633,0.0
12,2010-06-10,INFY.NS,328.1499938964844,331.75,327.5687561035156,330.6937561035156,254.17007446289062,5187448.0,3.0,-0.13664359502303114,336.0047279119081,326.28589098457627,31.599712375964373,-59.326165815423096,100.0,331.1453094482422,331.1453094482422,30.56999969482422,0.0
13,2010-06-10,MARUTI.NS,1316.0,1349.800048828125,1296.0,1346.1500244140625,1221.105224609375,910604.0,3.0,1.2941210762921855,1360.061128934133,1269.4138466518045,72.31899679663229,133.3333333333341,100.0,1314.7374877929688,1314.7374877929688,30.56999969482422,0.0
14,2010-06-10,TCS.NS,365.0,376.5,365.0,375.25,297.5526428222656,1796036.0,3.0,-0.11211686032436319,382.6108976950713,364.1391023049287,47.31768709813931,-37.68688838097399,62.57698869356775,373.375,373.375,30.56999969482422,0.0
15,2010-06-10,WIPRO.NS,141.3000030517578,145.125,140.625,144.57376098632812,126.9051284790039,3783479.0,3.0,-0.09440047215088043,148.71502052099683,140.06687797753833,37.236647711798376,-44.42656595855245,100.0,144.39094924926758,144.39094924926758,30.56999969482422,0.0
16,2010-06-11,INFY.NS,333.11248779296875,336.36248779296875,327.625,328.84375,252.74818420410156,9912864.0,4.0,-0.1860907526932465,335.3698883330726,326.0001067841149,25.58981112741708,-26.035844515741633,11.656531565088756,330.68499755859375,330.68499755859375,28.790000915527344,0.0
17,2010-06-11,MARUTI.NS,1347.0,1364.0,1340.0,1356.6500244140625,1230.6298828125,733725.0,4.0,2.569916665020628,1377.3970889554853,1268.8429012788897,75.98169618828294,126.19150577965048,100.0,1323.1199951171875,1323.1199951171875,28.790000915527344,0.0
18,2010-06-11,TCS.NS,380.8999938964844,381.6499938964844,375.5,379.54998779296875,300.9621276855469,3237024.0,4.0,0.1686086413054113,384.33011762318233,364.8898774940052,57.5566867258817,114.22965877257252,4.181733578471848,374.60999755859376,374.60999755859376,28.790000915527344,0.0
19,2010-06-11,WIPRO.NS,146.25,147.13876342773438,145.1475067138672,145.66500854492188,127.86307525634766,3873097.0,4.0,-0.014458959973666197,148.56006512614158,140.73145709065528,44.99268068921156,78.50220718256377,20.91944659132171,144.64576110839843,144.64576110839843,28.790000915527344,0.0
28,2010-06-14,INFY.NS,331.26251220703125,344.85626220703125,331.26251220703125,343.29998779296875,263.85919189453125,9728848.0,0.0,0.4058398796281608,343.9073226831152,321.66766917886395,70.67474277199238,160.7913204391465,57.91091064287043,332.78749593098956,332.78749593098956,28.579999923706055,0.0
29,2010-06-14,MARUTI.NS,1364.0,1367.0,1344.0,1355.449951171875,1229.541259765625,245161.0,0.0,3.2372211081474234,1383.7678877619276,1273.2487544906764,74.81131203640494,95.2863975507194,100.0,1328.508321126302,1328.508321126302,28.579999923706055,0.0
30,2010-06-14,TCS.NS,381.67498779296875,393.54998779296875,379.0,390.5,309.64501953125,3550492.0,0.0,0.8024223901675782,392.8760361765605,361.64062642109576,71.92888050539844,166.8075647001303,44.7956455137244,377.2583312988281,377.2583312988281,28.579999923706055,0.0
31,2010-06-14,WIPRO.NS,146.26126098632812,152.07749938964844,145.66500854492188,151.69500732421875,133.15606689453125,6129986.0,0.0,0.29171478905595905,152.55749940405218,139.08377155135145,67.76411261290644,170.89119913221057,40.626775155992185,145.8206354777018,145.8206354777018,28.579999923706055,0.0
32,2010-06-15,INFY.NS,343.3125,347.5,340.26251220703125,341.8374938964844,262.73516845703125,7946312.0,1.0,0.7122068719978074,346.3214119704865,321.83929359591974,66.46045347996014,142.67051354022368,64.15523555935279,334.0803527832031,334.0803527832031,25.8700008392334,0.0
33,2010-06-15,MARUTI.NS,1355.0,1359.8499755859375,1332.0999755859375,1342.9000244140625,1218.1571044921875,316340.0,1.0,3.040877111217469,1382.1689104594998,1278.9596470181787,64.12551313121051,54.337865314829514,64.07939183476557,1330.5642787388392,1330.5642787388392,25.8700008392334,0.0
34,2010-06-15,TCS.NS,378.32501220703125,388.8500061035156,378.32501220703125,383.04998779296875,307.6771240234375,2642976.0,1.0,0.8575737682876365,392.9997370631462,363.1716845328359,58.08537132833797,78.84725357592012,40.78267426583704,378.08571079799106,378.08571079799106,25.8700008392334,0.0
35,2010-06-15,WIPRO.NS,158.40003967285156,158.40003967285156,151.53753662109375,153.07504272460938,135.57403564453125,3670225.0,1.0,0.5455602404971671,155.0967218140394,138.61723692619498,70.64150993656884,165.86700783589552,65.00330138284896,146.8569793701172,146.8569793701172,25.8700008392334,0.0
36,2010-06-16,INFY.NS,344.36248779296875,347.4375,342.75,346.17498779296875,266.06890869140625,5720064.0,2.0,1.1124743849314314,349.7899780961555,321.39438622269216,71.64749389667011,122.35630320364508,64.15523555935279,335.5921821594238,335.5921821594238,25.920000076293945,0.0
37,2010-06-16,MARUTI.NS,1349.0,1369.9000244140625,1332.5999755859375,1364.449951171875,1237.705322265625,616333.0,2.0,3.8852395618832816,1388.2483124720275,1281.35166311391,71.3857388898878,77.20865085276358,69.0910550808029,1334.7999877929688,1334.7999877929688,25.920000076293945,0.0
38,2010-06-16,TCS.NS,388.54998779296875,389.9750061035156,383.6499938964844,387.3999938964844,311.1709899902344,2328816.0,2.0,1.087651271383038,394.5480568483994,363.95193552220604,62.45055527885741,100.66115747809032,43.56910214420238,379.24999618530273,379.24999618530273,25.920000076293945,0.0
39,2010-06-16,WIPRO.NS,153.95628356933594,155.53128051757812,151.91253662109375,153.30003356933594,135.77328491210938,2083658.0,2.0,0.7177000463717036,156.54778620280203,138.77693608723703,71.07692410672018,106.71168435675199,65.00330138284896,147.66236114501953,147.66236114501953,25.920000076293945,0.0
40,2010-06-17,INFY.NS,347.0,347.9750061035156,342.0,345.60626220703125,265.6318664550781,5639240.0,3.0,1.344508792242209,351.56924206042004,321.84047338011817,70.17540339537655,95.38951159975193,56.62270404934427,336.7048577202691,336.7048577202691,25.049999237060547,0.0
41,2010-06-17,MARUTI.NS,1369.0,1387.0,1356.5,1379.75,1251.584228515625,428095.0,3.0,5.169920219447249,1398.0836657337707,1281.5052014537293,75.08856597000305,112.35274458682156,75.34706978850727,1339.79443359375,1339.79443359375,25.049999237060547,0.0
42,2010-06-17,TCS.NS,388.5,392.3999938964844,381.8500061035156,387.6499938964844,311.3719482421875,1528920.0,3.0,1.242829947859434,395.55007291597116,364.8165856126747,62.68161971758848,85.8456596887152,49.089003812461925,380.18332926432294,380.18332926432294,25.049999237060547,0.0
43,2010-06-17,WIPRO.NS,153.60003662109375,155.96253967285156,151.20004272460938,155.02503967285156,137.30105590820312,2535852.0,3.0,0.9115673445581649,158.1331478473551,138.8277252266466,74.12106211638819,92.93793749571759,56.71784265682227,148.48043653700086,148.48043653700086,25.049999237060547,0.0
44,2010-06-18,INFY.NS,338.48126220703125,351.875,338.48126220703125,348.2749938964844,267.6830139160156,8356232.0,4.0,1.6270113172823812,353.67158831681775,322.05215435896355,72.88026104281343,90.83054430882457,65.43823527012523,337.86187133789065,337.86187133789065,23.950000762939453,0.0
45,2010-06-18,MARUTI.NS,1374.699951171875,1383.0,1347.0,1351.1500244140625,1225.6409912109375,557649.0,4.0,4.532855757107882,1396.352906771896,1285.5070785796665,60.059590806466204,64.5470134892942,56.5318958865152,1340.9299926757812,1340.9299926757812,23.950000762939453,0.0
46,2010-06-18,TCS.NS,387.6499938964844,394.45001220703125,386.125,391.6000061035156,314.5447082519531,2225672.0,4.0,1.5382903102401428,397.51251037964215,365.1374835168422,66.0920759497264,103.41213168319494,53.2237745526341,381.3249969482422,381.3249969482422,23.950000762939453,0.0
47,2010-06-18,WIPRO.NS,155.62503051757812,158.2500457763672,152.64378356933594,153.60003662109375,136.0390167236328,2912385.0,4.0,0.9624283618398124,158.65190989411394,139.33288319670635,68.00451890281222,89.59027508706315,63.08032516090969,148.99239654541014,148.99239654541014,23.950000762939453,0.0
56,2010-06-21,INFY.NS,349.92498779296875,352.3500061035156,348.90625,350.1000061035156,269.085693359375,7164752.0,0.0,1.9055631958312347,355.69013903233684,322.2587190553763,74.51531901277775,115.17789987837152,66.32915581899242,338.97442904385656,338.97442904385656,24.8799991607666,0.0
57,2010-06-21,MARUTI.NS,1362.0,1383.0,1358.6500244140625,1376.25,1248.40966796875,312694.0,0.0,5.346148832008794,1400.8697918163127,1287.4120130487443,66.20126645884196,91.4107271917588,56.531895886515194,1344.1409024325285,1344.1409024325285,24.8799991607666,0.0
58,2010-06-21,TCS.NS,396.45001220703125,397.0,392.29998779296875,393.8500061035156,316.35186767578125,1907428.0,0.0,1.8500914344813282,399.5773069585374,365.34996132981485,67.82475791425867,118.83765857738716,57.78281237411902,382.4636341441761,382.4636341441761,24.8799991607666,0.0
59,2010-06-21,WIPRO.NS,154.50003051757812,156.7500457763672,153.78753662109375,155.79379272460938,137.98193359375,2208236.0,0.0,1.1025576828901364,159.65047765813443,139.570932919813,71.72094205388208,87.15628204672208,63.08032516090969,149.61070528897372,149.61070528897372,24.8799991607666,0.0
60,2010-06-22,INFY.NS,348.75,349.91876220703125,345.0,345.88751220703125,265.84796142578125,4763688.0,1.0,1.8524623285757684,355.9804870489894,323.1205515659194,65.13799722852156,73.3024613738664,35.60134593140678,339.5505193074544,339.5505193074544,27.049999237060547,0.0
61,2010-06-22,MARUTI.NS,1367.5,1380.0,1360.0,1369.050048828125,1241.878173828125,235521.0,1.0,5.474181030295767,1402.184763781062,1290.2485654832608,63.312303388767816,76.82166669616011,56.531895886515215,1346.2166646321614,1346.2166646321614,27.049999237060547,0.0
62,2010-06-22,TCS.NS,392.5,393.25,386.6499938964844,389.32501220703125,312.71722412109375,1468324.0,1.0,1.8049560053310643,399.8266448841519,366.2441864146762,61.307159680495225,68.1917504009314,28.19058121013709,383.03541564941406,383.03541564941406,27.049999237060547,0.0
63,2010-06-22,WIPRO.NS,155.79379272460938,155.79379272460938,149.83128356933594,152.40003967285156,134.9761962890625,2383559.0,1.0,1.0038712847601516,159.55021554821167,140.1360840937154,60.478674246515276,43.99831034420412,26.36851648197573,149.84314982096353,149.84314982096353,27.049999237060547,0.0
64,2010-06-23,INFY.NS,343.38751220703125,350.6187438964844,339.73126220703125,349.71875,268.7926940917969,4948088.0,2.0,2.0049272255245683,357.04381667612336,323.6215651222541,68.82871655212999,65.77816727136174,7.079387156791513,340.3326908991887,340.3326908991887,26.90999984741211,0.0
65,2010-06-23,MARUTI.NS,1365.0,1414.0,1360.0,1407.3499755859375,1276.620361328125,860773.0,2.0,7.660008687066465,1414.3331472418495,1287.505306784593,70.4165253668971,131.56220055730867,70.41154336695098,1350.9192270132212,1350.9192270132212,26.90999984741211,0.0
