date,action,tic,num_of_shares,price,total_num_shares,balance
2022-07-25,sell,JSWSTEEL.NS,0,585.5,0,4087677.59
2022-07-25,sell,HEROMOTOCO.NS,0,2838.85,0,4087677.59
2022-07-25,sell,HDFCBANK.NS,0,1396.6,0,4087677.59
2022-07-25,sell,HDFC.NS,0,2308.65,0,4087677.59
2022-07-25,sell,HCLTECH.NS,0,930.65,0,4087677.59
2022-07-25,sell,AXISBANK.NS,0,727.35,0,4087677.59
2022-07-25,sell,GRASIM.NS,0,1498.5,0,4087677.59
2022-07-25,sell,HINDALCO.NS,0,387.05,0,4087677.59
2022-07-25,sell,BAJFINANCE.NS,0,6227.0,0,4087677.59
2022-07-25,sell,DRREDDY.NS,0,4330.55,0,4087677.59
2022-07-25,buy,WIPRO.NS,5,414.8,206,4085601.51
2022-07-25,buy,SBIN.NS,5,517.8,197,4083009.92
2022-07-25,buy,UPL.NS,5,733.95,202,4079336.5
2022-07-25,buy,LT.NS,5,1782.45,210,4070415.34
2022-07-25,buy,EICHERMOT.NS,5,3086.7,206,4054966.41
2022-07-25,buy,M&M.NS,5,1135.85,209,4049281.48
2022-07-25,buy,MARUTI.NS,5,8621.6,212,4006130.37
2022-07-25,buy,NTPC.NS,5,150.1,205,4005379.12
2022-07-25,buy,POWERGRID.NS,5,207.9,208,4004338.58
2022-07-25,buy,RELIANCE.NS,5,2420.4,204,3992224.48
2022-07-25,buy,CIPLA.NS,5,959.8,214,3987420.68
2022-07-25,buy,BHARTIARTL.NS,5,678.4,199,3984025.29
2022-07-25,buy,TATASTEEL.NS,5,960.7,209,3979216.99
2022-07-25,buy,BAJAJ-AUTO.NS,5,4021.15,212,3959091.13
2022-07-25,buy,SUNPHARMA.NS,5,868.35,208,3954745.04
2022-07-25,buy,BAJAJFINSV.NS,5,12619.55,211,3891584.19
2022-07-25,buy,TECHM.NS,5,1017.25,207,3886492.86
2022-07-25,buy,TATACONSUM.NS,5,807.95,214,3882449.07
2022-07-25,buy,ICICIBANK.NS,5,800.9,204,3878440.56
2022-07-26,sell,ASIANPAINT.NS,0,3108.5,0,3667505.84
2022-07-26,sell,ULTRACEMCO.NS,0,6399.65,0,3667505.84
2022-07-26,sell,TITAN.NS,0,2293.2,0,3667505.84
2022-07-26,sell,TCS.NS,0,3115.9,0,3667505.84
2022-07-26,sell,TATAMOTORS.NS,0,441.15,0,3667505.84
2022-07-26,sell,SHREECEM.NS,0,20652.35,0,3667505.84
2022-07-26,sell,ONGC.NS,0,128.2,0,3667505.84
2022-07-26,sell,NESTLEIND.NS,0,18509.5,0,3667505.84
2022-07-26,sell,LUPIN.NS,0,627.75,0,3667505.84
2022-07-26,sell,KOTAKBANK.NS,0,1761.6,0,3667505.84
2022-07-26,sell,ITC.NS,0,302.45,0,3667505.84
2022-07-26,sell,IOC.NS,0,71.65,0,3667505.84
2022-07-26,sell,INFY.NS,0,1451.15,0,3667505.84
2022-07-26,sell,INDUSINDBK.NS,0,961.6,0,3667505.84
2022-07-26,sell,HINDUNILVR.NS,0,2547.1,0,3667505.84
2022-07-26,sell,JSWSTEEL.NS,0,597.75,0,3667505.84
2022-07-26,sell,HEROMOTOCO.NS,0,2800.75,0,3667505.84
2022-07-26,sell,HDFCBANK.NS,0,1393.75,0,3667505.84
2022-07-26,sell,HDFC.NS,0,2292.5,0,3667505.84
2022-07-26,sell,HCLTECH.NS,0,913.5,0,3667505.84
2022-07-26,sell,AXISBANK.NS,0,706.45,0,3667505.84
2022-07-26,sell,GRASIM.NS,0,1514.85,0,3667505.84
2022-07-26,sell,HINDALCO.NS,0,381.9,0,3667505.84
2022-07-26,sell,BAJFINANCE.NS,0,6264.45,0,3667505.84
2022-07-26,sell,DRREDDY.NS,0,4212.0,0,3667505.84
2022-07-26,buy,WIPRO.NS,5,405.2,216,3665477.81
2022-07-26,buy,SBIN.NS,5,514.2,207,3662904.24
2022-07-26,buy,UPL.NS,5,726.35,212,3659268.86
2022-07-26,buy,LT.NS,5,1751.25,220,3650503.85
2022-07-26,buy,EICHERMOT.NS,5,3023.3,216,3635372.24
2022-07-26,buy,M&M.NS,5,1136.0,219,3629686.56
2022-07-26,buy,MARUTI.NS,5,8525.85,222,3587014.68
2022-07-26,buy,NTPC.NS,5,150.0,215,3586263.93
2022-07-26,buy,POWERGRID.NS,5,209.1,218,3585217.38
2022-07-26,buy,RELIANCE.NS,5,2421.5,214,3573097.78
2022-07-26,buy,CIPLA.NS,5,955.7,224,3568314.5
2022-07-26,buy,BHARTIARTL.NS,5,684.1,209,3564890.58
2022-07-26,buy,TATASTEEL.NS,5,949.5,219,3560138.33
2022-07-26,buy,BAJAJ-AUTO.NS,5,3925.6,222,3540490.7
2022-07-26,buy,SUNPHARMA.NS,5,867.65,218,3536148.11
2022-07-26,buy,BAJAJFINSV.NS,5,13313.0,221,3469516.55
2022-07-26,buy,TECHM.NS,5,999.35,217,3464514.8
2022-07-26,buy,TATACONSUM.NS,5,790.85,224,3460556.6
2022-07-26,buy,ICICIBANK.NS,5,796.3,214,3456571.11
2022-07-29,sell,ASIANPAINT.NS,0,3333.75,0,3237571.83
2022-07-29,sell,ULTRACEMCO.NS,0,6544.8,0,3237571.83
2022-07-29,sell,TITAN.NS,0,2352.05,0,3237571.83
2022-07-29,sell,TCS.NS,0,3301.9,0,3237571.83
2022-07-29,sell,TATAMOTORS.NS,0,449.6,0,3237571.83
2022-07-29,sell,SHREECEM.NS,0,20498.0,0,3237571.83
2022-07-29,sell,ONGC.NS,0,134.15,0,3237571.83
2022-07-29,sell,NESTLEIND.NS,0,19359.1,0,3237571.83
2022-07-29,sell,LUPIN.NS,0,644.1,0,3237571.83
2022-07-29,sell,KOTAKBANK.NS,0,1810.35,0,3237571.83
2022-07-29,sell,ITC.NS,0,303.05,0,3237571.83
2022-07-29,sell,IOC.NS,0,72.95,0,3237571.83
2022-07-29,sell,INFY.NS,0,1549.7,0,3237571.83
2022-07-29,sell,INDUSINDBK.NS,0,1043.5,0,3237571.83
2022-07-29,sell,HINDUNILVR.NS,0,2637.4,0,3237571.83
2022-07-29,sell,JSWSTEEL.NS,0,629.6,0,3237571.83
2022-07-29,sell,HEROMOTOCO.NS,0,2818.05,0,3237571.83
2022-07-29,sell,HDFCBANK.NS,0,1434.2,0,3237571.83
2022-07-29,sell,HDFC.NS,0,2377.8,0,3237571.83
2022-07-29,sell,HCLTECH.NS,0,948.4,0,3237571.83
2022-07-29,sell,AXISBANK.NS,0,724.75,0,3237571.83
2022-07-29,sell,GRASIM.NS,0,1573.0,0,3237571.83
2022-07-29,sell,HINDALCO.NS,0,415.05,0,3237571.83
2022-07-29,sell,BAJFINANCE.NS,0,7209.1,0,3237571.83
2022-07-29,sell,DRREDDY.NS,0,4090.35,0,3237571.83
2022-07-29,buy,WIPRO.NS,5,423.7,226,3235451.21
2022-07-29,buy,SBIN.NS,5,528.35,217,3232806.82
2022-07-29,buy,UPL.NS,5,741.1,222,3229097.62
2022-07-29,buy,LT.NS,5,1808.05,230,3220048.33
2022-07-29,buy,EICHERMOT.NS,5,3093.45,226,3204565.61
2022-07-29,buy,M&M.NS,5,1164.45,229,3198737.54
2022-07-29,buy,MARUTI.NS,5,8773.55,232,3154825.92
2022-07-29,buy,NTPC.NS,5,152.95,225,3154060.41
2022-07-29,buy,POWERGRID.NS,5,213.95,228,3152989.59
2022-07-29,buy,RELIANCE.NS,5,2509.45,224,3140429.79
2022-07-29,buy,CIPLA.NS,5,977.4,234,3135537.9
2022-07-29,buy,BHARTIARTL.NS,5,677.95,219,3132144.76
2022-07-29,buy,TATASTEEL.NS,5,107.6,229,3131606.22
2022-07-29,buy,BAJAJ-AUTO.NS,5,3914.45,232,3112014.4
2022-07-29,buy,SUNPHARMA.NS,5,943.2,228,3107293.69
2022-07-29,buy,BAJAJFINSV.NS,5,15047.6,231,3031980.45
2022-07-29,buy,TECHM.NS,5,1048.65,227,3026731.96
2022-07-29,buy,TATACONSUM.NS,5,811.65,234,3022669.65
2022-07-29,buy,ICICIBANK.NS,5,818.6,224,3018572.56
2022-08-04,sell,ASIANPAINT.NS,0,3460.5,0,2796201.16
2022-08-04,sell,ULTRACEMCO.NS,0,6588.05,0,2796201.16
2022-08-04,sell,TITAN.NS,0,2423.65,0,2796201.16
2022-08-04,sell,TCS.NS,0,3354.95,0,2796201.16
2022-08-04,sell,TATAMOTORS.NS,0,468.9,0,2796201.16
2022-08-04,sell,SHREECEM.NS,0,20687.9,0,2796201.16
2022-08-04,sell,ONGC.NS,0,136.25,0,2796201.16
2022-08-04,sell,NESTLEIND.NS,0,19850.0,0,2796201.16
2022-08-04,sell,LUPIN.NS,0,659.95,0,2796201.16
2022-08-04,sell,KOTAKBANK.NS,0,1835.55,0,2796201.16
2022-08-04,sell,ITC.NS,0,309.5,0,2796201.16
2022-08-04,sell,IOC.NS,0,71.2,0,2796201.16
2022-08-04,sell,INFY.NS,0,1599.9,0,2796201.16
2022-08-04,sell,INDUSINDBK.NS,0,1050.2,0,2796201.16
2022-08-04,sell,HINDUNILVR.NS,0,2627.95,0,2796201.16
2022-08-04,sell,JSWSTEEL.NS,0,664.35,0,2796201.16
2022-08-04,sell,HEROMOTOCO.NS,0,2807.0,0,2796201.16
2022-08-04,sell,HDFCBANK.NS,0,1431.9,0,2796201.16
2022-08-04,sell,HDFC.NS,0,2361.75,0,2796201.16
2022-08-04,sell,HCLTECH.NS,0,958.1,0,2796201.16
2022-08-04,sell,AXISBANK.NS,0,721.6,0,2796201.16
2022-08-04,sell,GRASIM.NS,0,1579.35,0,2796201.16
2022-08-04,sell,HINDALCO.NS,0,421.7,0,2796201.16
2022-08-04,sell,BAJFINANCE.NS,0,7316.65,0,2796201.16
2022-08-04,sell,DRREDDY.NS,0,4147.95,0,2796201.16
2022-08-04,buy,WIPRO.NS,5,435.5,236,2794021.48
2022-08-04,buy,SBIN.NS,5,533.25,227,2791352.57
2022-08-04,buy,UPL.NS,5,731.75,232,2787690.16
2022-08-04,buy,LT.NS,5,1780.1,240,2778780.76
2022-08-04,buy,EICHERMOT.NS,5,3145.8,236,2763036.03
2022-08-04,buy,M&M.NS,5,1261.8,239,2756720.72
2022-08-04,buy,MARUTI.NS,5,8966.7,242,2711842.39
2022-08-04,buy,NTPC.NS,5,154.7,235,2711068.11
2022-08-04,buy,POWERGRID.NS,5,220.8,238,2709963.01
2022-08-04,buy,RELIANCE.NS,5,2571.9,234,2697090.65
2022-08-04,buy,CIPLA.NS,5,1044.5,244,2691862.93
2022-08-04,buy,BHARTIARTL.NS,5,694.3,229,2688387.95
2022-08-04,buy,TATASTEEL.NS,5,107.7,239,2687848.92
2022-08-04,buy,BAJAJ-AUTO.NS,5,4011.7,242,2667770.36
2022-08-04,buy,SUNPHARMA.NS,5,918.5,238,2663173.27
2022-08-04,buy,BAJAJFINSV.NS,5,15185.3,241,2587170.84
2022-08-04,buy,TECHM.NS,5,1056.05,237,2581885.31
2022-08-04,buy,TATACONSUM.NS,5,789.25,244,2577935.11
2022-08-04,buy,ICICIBANK.NS,5,820.25,234,2573829.76
2022-08-05,sell,ASIANPAINT.NS,0,3473.9,0,2352993.14
2022-08-05,sell,ULTRACEMCO.NS,0,6775.2,0,2352993.14
2022-08-05,sell,TITAN.NS,0,2432.8,0,2352993.14
2022-08-05,sell,TCS.NS,0,3365.05,0,2352993.14
2022-08-05,sell,TATAMOTORS.NS,0,465.25,0,2352993.14
2022-08-05,sell,SHREECEM.NS,0,21237.4,0,2352993.14
2022-08-05,sell,ONGC.NS,0,136.5,0,2352993.14
2022-08-05,sell,NESTLEIND.NS,0,19921.5,0,2352993.14
2022-08-05,sell,LUPIN.NS,0,668.1,0,2352993.14
2022-08-05,sell,KOTAKBANK.NS,0,1833.9,0,2352993.14
2022-08-05,sell,ITC.NS,0,310.85,0,2352993.14
2022-08-05,sell,IOC.NS,0,73.1,0,2352993.14
2022-08-05,sell,INFY.NS,0,1616.65,0,2352993.14
2022-08-05,sell,INDUSINDBK.NS,0,1036.3,0,2352993.14
2022-08-05,sell,HINDUNILVR.NS,0,2645.4,0,2352993.14
2022-08-05,sell,JSWSTEEL.NS,0,667.15,0,2352993.14
2022-08-05,sell,HEROMOTOCO.NS,0,2770.7,0,2352993.14
2022-08-05,sell,HDFCBANK.NS,0,1427.05,0,2352993.14
2022-08-05,sell,HDFC.NS,0,2355.2,0,2352993.14
2022-08-05,sell,HCLTECH.NS,0,957.75,0,2352993.14
2022-08-05,sell,AXISBANK.NS,0,728.5,0,2352993.14
2022-08-05,sell,GRASIM.NS,0,1598.3,0,2352993.14
2022-08-05,sell,HINDALCO.NS,0,410.8,0,2352993.14
2022-08-05,sell,BAJFINANCE.NS,0,7304.7,0,2352993.14
2022-08-05,sell,DRREDDY.NS,0,4156.85,0,2352993.14
2022-08-05,buy,WIPRO.NS,5,440.0,246,2350790.94
2022-08-05,buy,SBIN.NS,5,531.05,237,2348133.04
2022-08-05,buy,UPL.NS,5,743.45,242,2344412.07
2022-08-05,buy,LT.NS,5,1787.45,250,2335465.88
2022-08-05,buy,EICHERMOT.NS,5,3089.6,246,2320002.44
2022-08-05,buy,M&M.NS,5,1235.9,249,2313816.76
2022-08-05,buy,MARUTI.NS,5,8841.2,252,2269566.55
2022-08-05,buy,NTPC.NS,5,155.6,245,2268787.77
2022-08-05,buy,POWERGRID.NS,5,223.65,248,2267668.4
2022-08-05,buy,RELIANCE.NS,5,2534.0,244,2254985.73
2022-08-05,buy,CIPLA.NS,5,1034.2,254,2249809.56
2022-08-05,buy,BHARTIARTL.NS,5,703.65,239,2246287.79
2022-08-05,buy,TATASTEEL.NS,5,107.35,249,2245750.51
2022-08-05,buy,BAJAJ-AUTO.NS,5,4013.1,252,2225664.94
2022-08-05,buy,SUNPHARMA.NS,5,915.95,248,2221080.61
2022-08-05,buy,BAJAJFINSV.NS,5,15085.85,251,2145575.93
2022-08-05,buy,TECHM.NS,5,1058.2,247,2140279.64
2022-08-05,buy,TATACONSUM.NS,5,784.8,254,2136351.72
2022-08-05,buy,ICICIBANK.NS,5,838.2,244,2132156.53
2022-08-16,sell,ASIANPAINT.NS,0,3501.0,0,1903032.38
2022-08-16,sell,ULTRACEMCO.NS,0,6656.0,0,1903032.38
2022-08-16,sell,TITAN.NS,0,2493.85,0,1903032.38
2022-08-16,sell,TCS.NS,0,3392.7,0,1903032.38
2022-08-16,sell,TATAMOTORS.NS,0,489.85,0,1903032.38
2022-08-16,sell,SHREECEM.NS,0,21440.55,0,1903032.38
2022-08-16,sell,ONGC.NS,0,139.95,0,1903032.38
2022-08-16,sell,NESTLEIND.NS,0,19682.95,0,1903032.38
2022-08-16,sell,LUPIN.NS,0,683.55,0,1903032.38
2022-08-16,sell,KOTAKBANK.NS,0,1846.35,0,1903032.38
2022-08-16,sell,ITC.NS,0,310.55,0,1903032.38
2022-08-16,sell,IOC.NS,0,73.15,0,1903032.38
2022-08-16,sell,INFY.NS,0,1596.45,0,1903032.38
2022-08-16,sell,INDUSINDBK.NS,0,1084.45,0,1903032.38
2022-08-16,sell,HINDUNILVR.NS,0,2644.5,0,1903032.38
2022-08-16,sell,JSWSTEEL.NS,0,673.85,0,1903032.38
2022-08-16,sell,HEROMOTOCO.NS,0,2817.0,0,1903032.38
2022-08-16,sell,HDFCBANK.NS,0,1502.15,0,1903032.38
2022-08-16,sell,HDFC.NS,0,2484.15,0,1903032.38
2022-08-16,sell,HCLTECH.NS,0,958.2,0,1903032.38
2022-08-16,sell,AXISBANK.NS,0,764.65,0,1903032.38
2022-08-16,sell,GRASIM.NS,0,1591.55,0,1903032.38
2022-08-16,sell,HINDALCO.NS,0,428.9,0,1903032.38
2022-08-16,sell,BAJFINANCE.NS,0,7286.1,0,1903032.38
2022-08-16,sell,DRREDDY.NS,0,4297.8,0,1903032.38
2022-08-16,buy,WIPRO.NS,5,437.1,256,1900844.7
2022-08-16,buy,SBIN.NS,5,525.95,247,1898212.32
2022-08-16,buy,UPL.NS,5,788.55,252,1894265.63
2022-08-16,buy,LT.NS,5,1848.9,260,1885011.88
2022-08-16,buy,EICHERMOT.NS,5,3338.05,256,1868304.94
2022-08-16,buy,M&M.NS,5,1288.3,259,1861857.0
2022-08-16,buy,MARUTI.NS,5,9003.7,262,1816793.48
2022-08-16,buy,NTPC.NS,5,158.75,255,1815998.94
2022-08-16,buy,POWERGRID.NS,5,228.85,258,1814853.54
2022-08-16,buy,RELIANCE.NS,5,2651.3,254,1801583.78
2022-08-16,buy,CIPLA.NS,5,1034.55,264,1796405.86
2022-08-16,buy,BHARTIARTL.NS,5,704.1,249,1792881.84
2022-08-16,buy,TATASTEEL.NS,5,113.0,259,1792316.28
2022-08-16,buy,BAJAJ-AUTO.NS,5,4091.15,262,1771840.07
2022-08-16,buy,SUNPHARMA.NS,5,914.6,258,1767262.5
2022-08-16,buy,BAJAJFINSV.NS,5,15915.75,261,1687604.17
2022-08-16,buy,TECHM.NS,5,1077.7,257,1682210.28
2022-08-16,buy,TATACONSUM.NS,5,779.5,264,1678308.88
2022-08-16,buy,ICICIBANK.NS,5,879.25,254,1673908.24
2022-08-17,sell,ASIANPAINT.NS,0,3523.7,0,1439873.69
2022-08-17,sell,ULTRACEMCO.NS,0,6609.85,0,1439873.69
2022-08-17,sell,TITAN.NS,0,2492.2,0,1439873.69
2022-08-17,sell,TCS.NS,0,3401.1,0,1439873.69
2022-08-17,sell,TATAMOTORS.NS,0,485.4,0,1439873.69
2022-08-17,sell,SHREECEM.NS,0,21420.95,0,1439873.69
2022-08-17,sell,ONGC.NS,0,139.65,0,1439873.69
2022-08-17,sell,NESTLEIND.NS,0,19735.3,0,1439873.69
2022-08-17,sell,LUPIN.NS,0,687.95,0,1439873.69
2022-08-17,sell,KOTAKBANK.NS,0,1839.7,0,1439873.69
2022-08-17,sell,ITC.NS,0,312.55,0,1439873.69
2022-08-17,sell,IOC.NS,0,73.35,0,1439873.69
2022-08-17,sell,INFY.NS,0,1606.25,0,1439873.69
2022-08-17,sell,INDUSINDBK.NS,0,1088.6,0,1439873.69
2022-08-17,sell,HINDUNILVR.NS,0,2684.65,0,1439873.69
2022-08-17,sell,JSWSTEEL.NS,0,672.6,0,1439873.69
2022-08-17,sell,HEROMOTOCO.NS,0,2913.45,0,1439873.69
2022-08-17,sell,HDFCBANK.NS,0,1509.9,0,1439873.69
2022-08-17,sell,HDFC.NS,0,2491.6,0,1439873.69
2022-08-17,sell,HCLTECH.NS,0,980.6,0,1439873.69
2022-08-17,sell,AXISBANK.NS,0,772.1,0,1439873.69
2022-08-17,sell,GRASIM.NS,0,1616.55,0,1439873.69
2022-08-17,sell,HINDALCO.NS,0,438.95,0,1439873.69
2022-08-17,sell,BAJFINANCE.NS,0,7527.1,0,1439873.69
2022-08-17,sell,DRREDDY.NS,0,4315.9,0,1439873.69
2022-08-17,buy,WIPRO.NS,5,443.05,266,1437656.22
2022-08-17,buy,SBIN.NS,5,528.15,257,1435012.83
2022-08-17,buy,UPL.NS,5,790.5,262,1431056.38
2022-08-17,buy,LT.NS,5,1855.7,270,1421768.6
2022-08-17,buy,EICHERMOT.NS,5,3397.6,266,1404763.61
2022-08-17,buy,M&M.NS,5,1274.25,269,1398385.99
2022-08-17,buy,MARUTI.NS,5,8944.35,272,1353619.52
2022-08-17,buy,NTPC.NS,5,161.45,265,1352811.46
2022-08-17,buy,POWERGRID.NS,5,228.5,268,1351667.82
2022-08-17,buy,RELIANCE.NS,5,2665.15,264,1338328.75
2022-08-17,buy,CIPLA.NS,5,1025.75,274,1333194.87
2022-08-17,buy,BHARTIARTL.NS,5,722.95,259,1329576.5
2022-08-17,buy,TATASTEEL.NS,5,112.5,269,1329013.44
2022-08-17,buy,BAJAJ-AUTO.NS,5,4067.9,272,1308653.6
2022-08-17,buy,SUNPHARMA.NS,5,920.8,268,1304045.0
2022-08-17,buy,BAJAJFINSV.NS,5,16840.3,271,1219759.29
2022-08-17,buy,TECHM.NS,5,1104.5,267,1214231.27
2022-08-17,buy,TATACONSUM.NS,5,793.5,274,1210259.8
2022-08-17,buy,ICICIBANK.NS,5,883.25,264,1205839.14
2022-08-22,sell,ASIANPAINT.NS,0,3349.75,0,979925.45
2022-08-22,sell,ULTRACEMCO.NS,0,6467.5,0,979925.45
2022-08-22,sell,TITAN.NS,0,2417.6,0,979925.45
2022-08-22,sell,TCS.NS,0,3354.55,0,979925.45
2022-08-22,sell,TATAMOTORS.NS,0,454.6,0,979925.45
2022-08-22,sell,SHREECEM.NS,0,20931.45,0,979925.45
2022-08-22,sell,ONGC.NS,0,131.9,0,979925.45
2022-08-22,sell,NESTLEIND.NS,0,19452.2,0,979925.45
2022-08-22,sell,LUPIN.NS,0,682.9,0,979925.45
2022-08-22,sell,KOTAKBANK.NS,0,1832.05,0,979925.45
2022-08-22,sell,ITC.NS,0,314.4,0,979925.45
2022-08-22,sell,IOC.NS,0,71.3,0,979925.45
2022-08-22,sell,INFY.NS,0,1575.65,0,979925.45
2022-08-22,sell,INDUSINDBK.NS,0,1057.2,0,979925.45
2022-08-22,sell,HINDUNILVR.NS,0,2626.7,0,979925.45
2022-08-22,sell,JSWSTEEL.NS,0,642.95,0,979925.45
2022-08-22,sell,HEROMOTOCO.NS,0,2780.55,0,979925.45
2022-08-22,sell,HDFCBANK.NS,0,1470.35,0,979925.45
2022-08-22,sell,HDFC.NS,0,2423.2,0,979925.45
2022-08-22,sell,HCLTECH.NS,0,959.45,0,979925.45
2022-08-22,sell,AXISBANK.NS,0,741.85,0,979925.45
2022-08-22,sell,GRASIM.NS,0,1564.1,0,979925.45
2022-08-22,sell,HINDALCO.NS,0,418.5,0,979925.45
2022-08-22,sell,BAJFINANCE.NS,0,7102.2,0,979925.45
2022-08-22,sell,DRREDDY.NS,0,4186.95,0,979925.45
2022-08-22,buy,WIPRO.NS,5,420.0,276,977823.35
2022-08-22,buy,SBIN.NS,5,511.3,267,975264.29
2022-08-22,buy,UPL.NS,5,744.7,272,971537.07
2022-08-22,buy,LT.NS,5,1880.65,280,962124.42
2022-08-22,buy,EICHERMOT.NS,5,3363.25,276,945291.35
2022-08-22,buy,M&M.NS,5,1226.7,279,939151.72
2022-08-22,buy,MARUTI.NS,5,8628.0,282,895968.58
2022-08-22,buy,NTPC.NS,5,156.5,275,895185.3
2022-08-22,buy,POWERGRID.NS,5,225.95,278,894054.42
2022-08-22,buy,RELIANCE.NS,5,2606.6,274,881008.38
2022-08-22,buy,CIPLA.NS,5,1022.55,284,875890.52
2022-08-22,buy,BHARTIARTL.NS,5,727.6,269,872248.88
2022-08-22,buy,TATASTEEL.NS,5,105.05,279,871723.11
2022-08-22,buy,BAJAJ-AUTO.NS,5,4041.6,282,851494.9
2022-08-22,buy,SUNPHARMA.NS,5,880.55,278,847087.74
2022-08-22,buy,BAJAJFINSV.NS,5,15871.7,281,767649.89
2022-08-22,buy,TECHM.NS,5,1078.7,277,762250.99
2022-08-22,buy,TATACONSUM.NS,5,793.95,284,758277.27
2022-08-22,buy,ICICIBANK.NS,5,852.25,274,754011.76
2022-08-23,sell,ASIANPAINT.NS,0,3356.6,0,524040.77
2022-08-23,sell,ULTRACEMCO.NS,0,6495.4,0,524040.77
2022-08-23,sell,TITAN.NS,0,2480.2,0,524040.77
2022-08-23,sell,TCS.NS,0,3284.6,0,524040.77
2022-08-23,sell,TATAMOTORS.NS,0,460.45,0,524040.77
2022-08-23,sell,SHREECEM.NS,0,21126.65,0,524040.77
2022-08-23,sell,ONGC.NS,0,133.75,0,524040.77
2022-08-23,sell,NESTLEIND.NS,0,19625.65,0,524040.77
2022-08-23,sell,LUPIN.NS,0,695.45,0,524040.77
2022-08-23,sell,KOTAKBANK.NS,0,1855.75,0,524040.77
2022-08-23,sell,ITC.NS,0,315.9,0,524040.77
2022-08-23,sell,IOC.NS,0,71.05,0,524040.77
2022-08-23,sell,INFY.NS,0,1542.4,0,524040.77
2022-08-23,sell,INDUSINDBK.NS,0,1071.05,0,524040.77
2022-08-23,sell,HINDUNILVR.NS,0,2592.75,0,524040.77
2022-08-23,sell,JSWSTEEL.NS,0,652.85,0,524040.77
2022-08-23,sell,HEROMOTOCO.NS,0,2803.4,0,524040.77
2022-08-23,sell,HDFCBANK.NS,0,1465.8,0,524040.77
2022-08-23,sell,HDFC.NS,0,2420.75,0,524040.77
2022-08-23,sell,HCLTECH.NS,0,946.9,0,524040.77
2022-08-23,sell,AXISBANK.NS,0,747.05,0,524040.77
2022-08-23,sell,GRASIM.NS,0,1595.45,0,524040.77
2022-08-23,sell,HINDALCO.NS,0,427.9,0,524040.77
2022-08-23,sell,BAJFINANCE.NS,0,7207.7,0,524040.77
2022-08-23,sell,DRREDDY.NS,0,4225.15,0,524040.77
2022-08-23,buy,WIPRO.NS,5,416.65,286,521955.43
2022-08-23,buy,SBIN.NS,5,521.9,277,519343.32
2022-08-23,buy,UPL.NS,5,759.55,282,515541.78
2022-08-23,buy,LT.NS,5,1877.05,290,506147.14
2022-08-23,buy,EICHERMOT.NS,5,3464.75,286,488806.07
2022-08-23,buy,M&M.NS,5,1273.1,289,482434.2
2022-08-23,buy,MARUTI.NS,5,8720.5,292,438788.1
2022-08-23,buy,NTPC.NS,5,158.65,285,437994.06
2022-08-23,buy,POWERGRID.NS,5,227.55,288,436855.17
2022-08-23,buy,RELIANCE.NS,5,2646.8,284,423607.93
2022-08-23,buy,CIPLA.NS,5,1040.65,294,418399.48
2022-08-23,buy,BHARTIARTL.NS,5,737.6,279,414707.79
2022-08-23,buy,TATASTEEL.NS,5,107.6,289,414169.25
2022-08-23,buy,BAJAJ-AUTO.NS,5,4064.45,292,393826.68
2022-08-23,buy,SUNPHARMA.NS,5,888.4,288,389380.24
2022-08-23,buy,BAJAJFINSV.NS,5,16303.9,291,307779.22
2022-08-23,buy,TECHM.NS,5,1065.9,287,302444.39
2022-08-23,buy,TATACONSUM.NS,5,809.35,294,298393.59
2022-08-23,buy,ICICIBANK.NS,5,863.9,284,294069.77
2022-08-24,sell,ASIANPAINT.NS,0,3378.85,0,64066.25
2022-08-24,sell,ULTRACEMCO.NS,0,6508.35,0,64066.25
2022-08-24,sell,TITAN.NS,0,2460.7,0,64066.25
2022-08-24,sell,TCS.NS,0,3255.35,0,64066.25
2022-08-24,sell,TATAMOTORS.NS,0,463.2,0,64066.25
2022-08-24,sell,SHREECEM.NS,0,21348.0,0,64066.25
2022-08-24,sell,ONGC.NS,0,136.0,0,64066.25
2022-08-24,sell,NESTLEIND.NS,0,19671.05,0,64066.25
2022-08-24,sell,LUPIN.NS,0,677.6,0,64066.25
2022-08-24,sell,KOTAKBANK.NS,0,1867.6,0,64066.25
2022-08-24,sell,ITC.NS,0,314.1,0,64066.25
2022-08-24,sell,IOC.NS,0,70.55,0,64066.25
2022-08-24,sell,INFY.NS,0,1537.5,0,64066.25
2022-08-24,sell,INDUSINDBK.NS,0,1101.9,0,64066.25
2022-08-24,sell,HINDUNILVR.NS,0,2588.25,0,64066.25
2022-08-24,sell,JSWSTEEL.NS,0,651.5,0,64066.25
2022-08-24,sell,HEROMOTOCO.NS,0,2806.35,0,64066.25
2022-08-24,sell,HDFCBANK.NS,0,1472.85,0,64066.25
2022-08-24,sell,HDFC.NS,0,2438.5,0,64066.25
2022-08-24,sell,HCLTECH.NS,0,949.15,0,64066.25
2022-08-24,sell,AXISBANK.NS,0,750.15,0,64066.25
2022-08-24,sell,GRASIM.NS,0,1612.25,0,64066.25
2022-08-24,sell,HINDALCO.NS,0,428.85,0,64066.25
2022-08-24,sell,BAJFINANCE.NS,0,7176.9,0,64066.25
2022-08-24,sell,DRREDDY.NS,0,4218.05,0,64066.25
2022-08-24,buy,WIPRO.NS,5,416.15,296,61983.42
