date,action,tic,num_of_shares,price,total_num_shares,balance
2022-06-27,sell,ONGC.NS,0,141.5,0,7734348.87
2022-06-27,sell,NESTLEIND.NS,0,17358.25,0,7734348.87
2022-06-27,sell,LUPIN.NS,0,630.0,0,7734348.87
2022-06-27,sell,KOTAKBANK.NS,0,1691.55,0,7734348.87
2022-06-27,sell,ITC.NS,0,269.95,0,7734348.87
2022-06-27,sell,IOC.NS,0,109.55,0,7734348.87
2022-06-27,sell,INFY.NS,0,1474.6,0,7734348.87
2022-06-27,sell,INDUSINDBK.NS,0,823.5,0,7734348.87
2022-06-27,sell,HINDUNILVR.NS,0,2320.65,0,7734348.87
2022-06-27,sell,JSWSTEEL.NS,0,571.65,0,7734348.87
2022-06-27,sell,HEROMOTOCO.NS,0,2755.5,0,7734348.87
2022-06-27,sell,HDFCBANK.NS,0,1356.25,0,7734348.87
2022-06-27,sell,HDFC.NS,0,2194.45,0,7734348.87
2022-06-27,sell,HCLTECH.NS,0,992.35,0,7734348.87
2022-06-27,sell,AXISBANK.NS,0,637.1,0,7734348.87
2022-06-27,sell,GRASIM.NS,0,1349.3,0,7734348.87
2022-06-27,sell,HINDALCO.NS,0,329.95,0,7734348.87
2022-06-27,sell,BAJFINANCE.NS,0,5641.2,0,7734348.87
2022-06-27,sell,DRREDDY.NS,0,4320.55,0,7734348.87
2022-06-27,buy,WIPRO.NS,5,424.9,116,7732222.25
2022-06-27,buy,SBIN.NS,5,461.2,107,7729913.94
2022-06-27,buy,UPL.NS,5,657.1,112,7726625.15
2022-06-27,buy,LT.NS,5,1535.8,120,7718938.48
2022-06-27,buy,EICHERMOT.NS,5,2848.3,116,7704682.73
2022-06-27,buy,M&M.NS,5,1082.7,119,7699263.82
2022-06-27,buy,MARUTI.NS,5,8448.75,122,7656977.83
2022-06-27,buy,NTPC.NS,5,138.5,115,7656284.63
2022-06-27,buy,POWERGRID.NS,5,211.55,118,7655225.83
2022-06-27,buy,RELIANCE.NS,5,2492.65,114,7642750.11
2022-06-27,buy,CIPLA.NS,5,932.35,124,7638083.7
2022-06-27,buy,BHARTIARTL.NS,5,683.95,109,7634660.53
2022-06-27,buy,TATASTEEL.NS,5,867.85,119,7630316.94
2022-06-27,buy,BAJAJ-AUTO.NS,5,3861.2,122,7610991.64
2022-06-27,buy,SUNPHARMA.NS,5,835.65,118,7606809.21
2022-06-27,buy,BAJAJFINSV.NS,5,11595.15,121,7548775.48
2022-06-27,buy,TECHM.NS,5,1007.2,117,7543734.45
2022-06-27,buy,TATACONSUM.NS,5,729.4,124,7540083.8
2022-06-27,buy,ICICIBANK.NS,5,717.35,114,7536493.46
2022-06-28,sell,ASIANPAINT.NS,0,2726.5,0,7338815.23
2022-06-28,sell,ULTRACEMCO.NS,0,5572.75,0,7338815.23
2022-06-28,sell,TITAN.NS,0,1968.05,0,7338815.23
2022-06-28,sell,TCS.NS,0,3318.15,0,7338815.23
2022-06-28,sell,TATAMOTORS.NS,0,417.1,0,7338815.23
2022-06-28,sell,SHREECEM.NS,0,19236.9,0,7338815.23
2022-06-28,sell,ONGC.NS,0,149.35,0,7338815.23
2022-06-28,sell,NESTLEIND.NS,0,17403.9,0,7338815.23
2022-06-28,sell,LUPIN.NS,0,633.45,0,7338815.23
2022-06-28,sell,KOTAKBANK.NS,0,1668.8,0,7338815.23
2022-06-28,sell,ITC.NS,0,271.85,0,7338815.23
2022-06-28,sell,IOC.NS,0,108.3,0,7338815.23
2022-06-28,sell,INFY.NS,0,1480.15,0,7338815.23
2022-06-28,sell,INDUSINDBK.NS,0,816.6,0,7338815.23
2022-06-28,sell,HINDUNILVR.NS,0,2317.65,0,7338815.23
2022-06-28,sell,JSWSTEEL.NS,0,578.4,0,7338815.23
2022-06-28,sell,HEROMOTOCO.NS,0,2766.7,0,7338815.23
2022-06-28,sell,HDFCBANK.NS,0,1345.9,0,7338815.23
2022-06-28,sell,HDFC.NS,0,2180.85,0,7338815.23
2022-06-28,sell,HCLTECH.NS,0,1001.95,0,7338815.23
2022-06-28,sell,AXISBANK.NS,0,642.35,0,7338815.23
2022-06-28,sell,GRASIM.NS,0,1343.05,0,7338815.23
2022-06-28,sell,HINDALCO.NS,0,343.55,0,7338815.23
2022-06-28,sell,BAJFINANCE.NS,0,5576.25,0,7338815.23
2022-06-28,sell,DRREDDY.NS,0,4374.6,0,7338815.23
2022-06-28,buy,WIPRO.NS,5,427.25,126,7336676.84
2022-06-28,buy,SBIN.NS,5,464.25,117,7334353.27
2022-06-28,buy,UPL.NS,5,656.0,122,7331069.99
2022-06-28,buy,LT.NS,5,1551.5,130,7323304.73
2022-06-28,buy,EICHERMOT.NS,5,2863.8,126,7308971.41
2022-06-28,buy,M&M.NS,5,1112.0,129,7303405.85
2022-06-28,buy,MARUTI.NS,5,8489.7,132,7260914.9
2022-06-28,buy,NTPC.NS,5,138.6,125,7260221.21
2022-06-28,buy,POWERGRID.NS,5,210.3,128,7259168.66
2022-06-28,buy,RELIANCE.NS,5,2527.7,124,7246517.52
2022-06-28,buy,CIPLA.NS,5,945.1,134,7241787.3
2022-06-28,buy,BHARTIARTL.NS,5,681.15,119,7238378.14
2022-06-28,buy,TATASTEEL.NS,5,878.9,129,7233979.24
2022-06-28,buy,BAJAJ-AUTO.NS,5,3889.0,132,7214514.8
2022-06-28,buy,SUNPHARMA.NS,5,828.6,128,7210367.66
2022-06-28,buy,BAJAJFINSV.NS,5,11364.45,131,7153488.58
2022-06-28,buy,TECHM.NS,5,1020.7,127,7148379.98
2022-06-28,buy,TATACONSUM.NS,5,736.85,134,7144692.05
2022-06-28,buy,ICICIBANK.NS,5,710.3,124,7141136.99
2022-06-29,sell,ASIANPAINT.NS,0,2697.8,0,6944494.04
2022-06-29,sell,ULTRACEMCO.NS,0,5618.3,0,6944494.04
2022-06-29,sell,TITAN.NS,0,1936.15,0,6944494.04
2022-06-29,sell,TCS.NS,0,3290.5,0,6944494.04
2022-06-29,sell,TATAMOTORS.NS,0,416.95,0,6944494.04
2022-06-29,sell,SHREECEM.NS,0,19384.1,0,6944494.04
2022-06-29,sell,ONGC.NS,0,154.15,0,6944494.04
2022-06-29,sell,NESTLEIND.NS,0,17499.05,0,6944494.04
2022-06-29,sell,LUPIN.NS,0,620.65,0,6944494.04
2022-06-29,sell,KOTAKBANK.NS,0,1642.45,0,6944494.04
2022-06-29,sell,ITC.NS,0,274.05,0,6944494.04
2022-06-29,sell,IOC.NS,0,109.8,0,6944494.04
2022-06-29,sell,INFY.NS,0,1463.25,0,6944494.04
2022-06-29,sell,INDUSINDBK.NS,0,808.8,0,6944494.04
2022-06-29,sell,HINDUNILVR.NS,0,2233.45,0,6944494.04
2022-06-29,sell,JSWSTEEL.NS,0,576.05,0,6944494.04
2022-06-29,sell,HEROMOTOCO.NS,0,2752.4,0,6944494.04
2022-06-29,sell,HDFCBANK.NS,0,1343.95,0,6944494.04
2022-06-29,sell,HDFC.NS,0,2177.15,0,6944494.04
2022-06-29,sell,HCLTECH.NS,0,987.55,0,6944494.04
2022-06-29,sell,AXISBANK.NS,0,625.55,0,6944494.04
2022-06-29,sell,GRASIM.NS,0,1323.25,0,6944494.04
2022-06-29,sell,HINDALCO.NS,0,344.15,0,6944494.04
2022-06-29,sell,BAJFINANCE.NS,0,5512.8,0,6944494.04
2022-06-29,sell,DRREDDY.NS,0,4364.35,0,6944494.04
2022-06-29,buy,WIPRO.NS,5,420.75,136,6942388.19
2022-06-29,buy,SBIN.NS,5,459.1,127,6940090.39
2022-06-29,buy,UPL.NS,5,644.4,132,6936865.17
2022-06-29,buy,LT.NS,5,1547.9,140,6929117.93
2022-06-29,buy,EICHERMOT.NS,5,2886.6,136,6914670.5
2022-06-29,buy,M&M.NS,5,1111.75,139,6909106.19
2022-06-29,buy,MARUTI.NS,5,8508.9,142,6866519.14
2022-06-29,buy,NTPC.NS,5,141.75,135,6865809.68
2022-06-29,buy,POWERGRID.NS,5,211.1,138,6864753.13
2022-06-29,buy,RELIANCE.NS,5,2580.15,134,6851839.48
2022-06-29,buy,CIPLA.NS,5,947.65,144,6847096.49
2022-06-29,buy,BHARTIARTL.NS,5,687.8,129,6843654.05
2022-06-29,buy,TATASTEEL.NS,5,881.6,139,6839241.64
2022-06-29,buy,BAJAJ-AUTO.NS,5,3867.55,142,6819884.55
2022-06-29,buy,SUNPHARMA.NS,5,838.7,138,6815686.86
2022-06-29,buy,BAJAJFINSV.NS,5,11109.75,141,6760082.56
2022-06-29,buy,TECHM.NS,5,1021.1,137,6754971.96
2022-06-29,buy,TATACONSUM.NS,5,720.0,144,6751368.36
2022-06-29,buy,ICICIBANK.NS,5,702.75,134,6747851.09
2022-07-01,sell,ASIANPAINT.NS,0,2773.15,0,6553360.55
2022-07-01,sell,ULTRACEMCO.NS,0,5691.7,0,6553360.55
2022-07-01,sell,TITAN.NS,0,1946.2,0,6553360.55
2022-07-01,sell,TCS.NS,0,3315.1,0,6553360.55
2022-07-01,sell,TATAMOTORS.NS,0,412.7,0,6553360.55
2022-07-01,sell,SHREECEM.NS,0,19213.8,0,6553360.55
2022-07-01,sell,ONGC.NS,0,131.05,0,6553360.55
2022-07-01,sell,NESTLEIND.NS,0,17795.05,0,6553360.55
2022-07-01,sell,LUPIN.NS,0,628.3,0,6553360.55
2022-07-01,sell,KOTAKBANK.NS,0,1667.75,0,6553360.55
2022-07-01,sell,ITC.NS,0,284.35,0,6553360.55
2022-07-01,sell,IOC.NS,0,74.55,0,6553360.55
2022-07-01,sell,INFY.NS,0,1479.4,0,6553360.55
2022-07-01,sell,INDUSINDBK.NS,0,807.2,0,6553360.55
2022-07-01,sell,HINDUNILVR.NS,0,2282.35,0,6553360.55
2022-07-01,sell,JSWSTEEL.NS,0,578.85,0,6553360.55
2022-07-01,sell,HEROMOTOCO.NS,0,2763.8,0,6553360.55
2022-07-01,sell,HDFCBANK.NS,0,1353.75,0,6553360.55
2022-07-01,sell,HDFC.NS,0,2210.55,0,6553360.55
2022-07-01,sell,HCLTECH.NS,0,975.35,0,6553360.55
2022-07-01,sell,AXISBANK.NS,0,643.95,0,6553360.55
2022-07-01,sell,GRASIM.NS,0,1347.25,0,6553360.55
2022-07-01,sell,HINDALCO.NS,0,341.15,0,6553360.55
2022-07-01,sell,BAJFINANCE.NS,0,5614.4,0,6553360.55
2022-07-01,sell,DRREDDY.NS,0,4385.9,0,6553360.55
2022-07-01,buy,WIPRO.NS,5,422.0,146,6551248.44
2022-07-01,buy,SBIN.NS,5,466.85,137,6548911.85
2022-07-01,buy,UPL.NS,5,643.5,142,6545691.13
2022-07-01,buy,LT.NS,5,1572.15,150,6537822.52
2022-07-01,buy,EICHERMOT.NS,5,2782.8,146,6523894.61
2022-07-01,buy,M&M.NS,5,1107.35,149,6518352.32
2022-07-01,buy,MARUTI.NS,5,8402.6,152,6476297.31
2022-07-01,buy,NTPC.NS,5,140.65,145,6475593.36
2022-07-01,buy,POWERGRID.NS,5,206.5,148,6474559.83
2022-07-01,buy,RELIANCE.NS,5,2408.7,144,6462504.28
2022-07-01,buy,CIPLA.NS,5,949.3,154,6457753.04
2022-07-01,buy,BHARTIARTL.NS,5,673.45,139,6454382.42
2022-07-01,buy,TATASTEEL.NS,5,872.85,149,6450013.8
2022-07-01,buy,BAJAJ-AUTO.NS,5,3624.6,152,6431872.68
2022-07-01,buy,SUNPHARMA.NS,5,829.25,148,6427722.29
2022-07-01,buy,BAJAJFINSV.NS,5,11322.55,151,6371052.92
2022-07-01,buy,TECHM.NS,5,1010.7,147,6365994.37
2022-07-01,buy,TATACONSUM.NS,5,719.55,154,6362393.02
2022-07-01,buy,ICICIBANK.NS,5,703.9,144,6358870.0
2022-07-06,sell,ASIANPAINT.NS,0,2861.4,0,6157963.29
2022-07-06,sell,ULTRACEMCO.NS,0,5828.05,0,6157963.29
2022-07-06,sell,TITAN.NS,0,2013.55,0,6157963.29
2022-07-06,sell,TCS.NS,0,3260.75,0,6157963.29
2022-07-06,sell,TATAMOTORS.NS,0,416.35,0,6157963.29
2022-07-06,sell,SHREECEM.NS,0,19990.85,0,6157963.29
2022-07-06,sell,ONGC.NS,0,120.95,0,6157963.29
2022-07-06,sell,NESTLEIND.NS,0,18388.65,0,6157963.29
2022-07-06,sell,LUPIN.NS,0,629.95,0,6157963.29
2022-07-06,sell,KOTAKBANK.NS,0,1704.5,0,6157963.29
2022-07-06,sell,ITC.NS,0,289.3,0,6157963.29
2022-07-06,sell,IOC.NS,0,72.6,0,6157963.29
2022-07-06,sell,INFY.NS,0,1491.65,0,6157963.29
2022-07-06,sell,INDUSINDBK.NS,0,836.55,0,6157963.29
2022-07-06,sell,HINDUNILVR.NS,0,2498.4,0,6157963.29
2022-07-06,sell,JSWSTEEL.NS,0,554.55,0,6157963.29
2022-07-06,sell,HEROMOTOCO.NS,0,2831.8,0,6157963.29
2022-07-06,sell,HDFCBANK.NS,0,1371.25,0,6157963.29
2022-07-06,sell,HDFC.NS,0,2229.5,0,6157963.29
2022-07-06,sell,HCLTECH.NS,0,986.6,0,6157963.29
2022-07-06,sell,AXISBANK.NS,0,657.95,0,6157963.29
2022-07-06,sell,GRASIM.NS,0,1369.65,0,6157963.29
2022-07-06,sell,HINDALCO.NS,0,340.95,0,6157963.29
2022-07-06,sell,BAJFINANCE.NS,0,5916.7,0,6157963.29
2022-07-06,sell,DRREDDY.NS,0,4390.0,0,6157963.29
2022-07-06,buy,WIPRO.NS,5,416.05,156,6155880.96
2022-07-06,buy,SBIN.NS,5,479.95,147,6153478.81
2022-07-06,buy,UPL.NS,5,662.5,152,6150163.0
2022-07-06,buy,LT.NS,5,1556.15,160,6142374.47
2022-07-06,buy,EICHERMOT.NS,5,2907.95,156,6127820.18
2022-07-06,buy,M&M.NS,5,1104.55,159,6122291.91
2022-07-06,buy,MARUTI.NS,5,8630.05,162,6079098.51
2022-07-06,buy,NTPC.NS,5,138.95,155,6078403.06
2022-07-06,buy,POWERGRID.NS,5,210.45,158,6077349.76
2022-07-06,buy,RELIANCE.NS,5,2411.85,154,6065278.45
2022-07-06,buy,CIPLA.NS,5,945.6,164,6060545.72
2022-07-06,buy,BHARTIARTL.NS,5,693.95,149,6057072.5
2022-07-06,buy,TATASTEEL.NS,5,858.15,159,6052777.46
2022-07-06,buy,BAJAJ-AUTO.NS,5,3773.05,162,6033893.35
2022-07-06,buy,SUNPHARMA.NS,5,837.7,158,6029700.66
2022-07-06,buy,BAJAJFINSV.NS,5,12028.5,161,5969498.02
2022-07-06,buy,TECHM.NS,5,1009.9,157,5964443.47
2022-07-06,buy,TATACONSUM.NS,5,749.95,164,5960689.97
2022-07-06,buy,ICICIBANK.NS,5,725.95,154,5957056.59
2022-07-15,sell,ASIANPAINT.NS,0,2978.15,0,5753744.73
2022-07-15,sell,ULTRACEMCO.NS,0,5807.05,0,5753744.73
2022-07-15,sell,TITAN.NS,0,2189.7,0,5753744.73
2022-07-15,sell,TCS.NS,0,2994.6,0,5753744.73
2022-07-15,sell,TATAMOTORS.NS,0,440.2,0,5753744.73
2022-07-15,sell,SHREECEM.NS,0,19701.8,0,5753744.73
2022-07-15,sell,ONGC.NS,0,126.55,0,5753744.73
2022-07-15,sell,NESTLEIND.NS,0,18771.5,0,5753744.73
2022-07-15,sell,LUPIN.NS,0,640.85,0,5753744.73
2022-07-15,sell,KOTAKBANK.NS,0,1787.7,0,5753744.73
2022-07-15,sell,ITC.NS,0,293.55,0,5753744.73
2022-07-15,sell,IOC.NS,0,70.35,0,5753744.73
2022-07-15,sell,INFY.NS,0,1430.35,0,5753744.73
2022-07-15,sell,INDUSINDBK.NS,0,815.05,0,5753744.73
2022-07-15,sell,HINDUNILVR.NS,0,2568.5,0,5753744.73
2022-07-15,sell,JSWSTEEL.NS,0,576.4,0,5753744.73
2022-07-15,sell,HEROMOTOCO.NS,0,2800.05,0,5753744.73
2022-07-15,sell,HDFCBANK.NS,0,1362.05,0,5753744.73
2022-07-15,sell,HDFC.NS,0,2216.1,0,5753744.73
2022-07-15,sell,HCLTECH.NS,0,883.15,0,5753744.73
2022-07-15,sell,AXISBANK.NS,0,662.2,0,5753744.73
2022-07-15,sell,GRASIM.NS,0,1398.2,0,5753744.73
2022-07-15,sell,HINDALCO.NS,0,350.55,0,5753744.73
2022-07-15,sell,BAJFINANCE.NS,0,5915.2,0,5753744.73
2022-07-15,sell,DRREDDY.NS,0,4546.0,0,5753744.73
2022-07-15,buy,WIPRO.NS,5,393.85,166,5751773.51
2022-07-15,buy,SBIN.NS,5,479.1,157,5749375.62
2022-07-15,buy,UPL.NS,5,669.35,162,5746025.52
2022-07-15,buy,LT.NS,5,1684.85,170,5737592.85
2022-07-15,buy,EICHERMOT.NS,5,3034.0,166,5722407.68
2022-07-15,buy,M&M.NS,5,1172.5,169,5716539.31
2022-07-15,buy,MARUTI.NS,5,8778.05,172,5672605.17
2022-07-15,buy,NTPC.NS,5,149.75,165,5671855.68
2022-07-15,buy,POWERGRID.NS,5,209.3,168,5670808.13
2022-07-15,buy,RELIANCE.NS,5,2401.8,164,5658787.12
2022-07-15,buy,CIPLA.NS,5,966.05,174,5653952.04
2022-07-15,buy,BHARTIARTL.NS,5,651.8,159,5650689.78
2022-07-15,buy,TATASTEEL.NS,5,883.8,169,5646266.36
2022-07-15,buy,BAJAJ-AUTO.NS,5,3913.35,172,5626680.04
2022-07-15,buy,SUNPHARMA.NS,5,878.4,168,5622283.65
2022-07-15,buy,BAJAJFINSV.NS,5,11840.25,171,5563023.2
2022-07-15,buy,TECHM.NS,5,973.8,167,5558149.33
2022-07-15,buy,TATACONSUM.NS,5,790.55,174,5554192.63
2022-07-15,buy,ICICIBANK.NS,5,751.2,164,5550432.87
2022-07-18,sell,ASIANPAINT.NS,0,3017.85,0,5344123.52
2022-07-18,sell,ULTRACEMCO.NS,0,5982.4,0,5344123.52
2022-07-18,sell,TITAN.NS,0,2237.45,0,5344123.52
2022-07-18,sell,TCS.NS,0,3063.5,0,5344123.52
2022-07-18,sell,TATAMOTORS.NS,0,450.9,0,5344123.52
2022-07-18,sell,SHREECEM.NS,0,20055.7,0,5344123.52
2022-07-18,sell,ONGC.NS,0,129.9,0,5344123.52
2022-07-18,sell,NESTLEIND.NS,0,18625.4,0,5344123.52
2022-07-18,sell,LUPIN.NS,0,645.4,0,5344123.52
2022-07-18,sell,KOTAKBANK.NS,0,1845.65,0,5344123.52
2022-07-18,sell,ITC.NS,0,295.3,0,5344123.52
2022-07-18,sell,IOC.NS,0,71.15,0,5344123.52
2022-07-18,sell,INFY.NS,0,1489.9,0,5344123.52
2022-07-18,sell,INDUSINDBK.NS,0,851.05,0,5344123.52
2022-07-18,sell,HINDUNILVR.NS,0,2553.5,0,5344123.52
2022-07-18,sell,JSWSTEEL.NS,0,585.95,0,5344123.52
2022-07-18,sell,HEROMOTOCO.NS,0,2817.95,0,5344123.52
2022-07-18,sell,HDFCBANK.NS,0,1347.55,0,5344123.52
2022-07-18,sell,HDFC.NS,0,2204.3,0,5344123.52
2022-07-18,sell,HCLTECH.NS,0,900.3,0,5344123.52
2022-07-18,sell,AXISBANK.NS,0,684.5,0,5344123.52
2022-07-18,sell,GRASIM.NS,0,1428.3,0,5344123.52
2022-07-18,sell,HINDALCO.NS,0,367.1,0,5344123.52
2022-07-18,sell,BAJFINANCE.NS,0,6059.8,0,5344123.52
2022-07-18,sell,DRREDDY.NS,0,4466.1,0,5344123.52
2022-07-18,buy,WIPRO.NS,5,404.75,176,5342097.74
2022-07-18,buy,SBIN.NS,5,490.3,167,5339643.79
2022-07-18,buy,UPL.NS,5,685.05,172,5336215.12
2022-07-18,buy,LT.NS,5,1727.65,180,5327568.23
2022-07-18,buy,EICHERMOT.NS,5,3036.5,176,5312370.55
2022-07-18,buy,M&M.NS,5,1163.4,179,5306547.73
2022-07-18,buy,MARUTI.NS,5,8704.8,182,5262980.21
2022-07-18,buy,NTPC.NS,5,149.8,175,5262230.46
2022-07-18,buy,POWERGRID.NS,5,210.25,178,5261178.16
2022-07-18,buy,RELIANCE.NS,5,2422.25,174,5249054.79
2022-07-18,buy,CIPLA.NS,5,967.35,184,5244213.21
2022-07-18,buy,BHARTIARTL.NS,5,663.05,169,5240894.64
2022-07-18,buy,TATASTEEL.NS,5,904.3,179,5236368.62
2022-07-18,buy,BAJAJ-AUTO.NS,5,3984.05,182,5216428.45
2022-07-18,buy,SUNPHARMA.NS,5,882.8,178,5212010.04
2022-07-18,buy,BAJAJFINSV.NS,5,12250.0,181,5150698.79
2022-07-18,buy,TECHM.NS,5,1008.0,177,5145653.75
2022-07-18,buy,TATACONSUM.NS,5,794.35,184,5141678.03
2022-07-18,buy,ICICIBANK.NS,5,772.0,174,5137814.17
2022-07-20,sell,ASIANPAINT.NS,0,3006.45,0,4929286.35
2022-07-20,sell,ULTRACEMCO.NS,0,6089.0,0,4929286.35
2022-07-20,sell,TITAN.NS,0,2271.2,0,4929286.35
2022-07-20,sell,TCS.NS,0,3164.8,0,4929286.35
2022-07-20,sell,TATAMOTORS.NS,0,453.45,0,4929286.35
2022-07-20,sell,SHREECEM.NS,0,20208.2,0,4929286.35
2022-07-20,sell,ONGC.NS,0,132.55,0,4929286.35
2022-07-20,sell,NESTLEIND.NS,0,18617.1,0,4929286.35
2022-07-20,sell,LUPIN.NS,0,657.5,0,4929286.35
2022-07-20,sell,KOTAKBANK.NS,0,1827.75,0,4929286.35
2022-07-20,sell,ITC.NS,0,298.2,0,4929286.35
2022-07-20,sell,IOC.NS,0,72.35,0,4929286.35
2022-07-20,sell,INFY.NS,0,1515.3,0,4929286.35
2022-07-20,sell,INDUSINDBK.NS,0,879.3,0,4929286.35
2022-07-20,sell,HINDUNILVR.NS,0,2604.5,0,4929286.35
2022-07-20,sell,JSWSTEEL.NS,0,590.35,0,4929286.35
2022-07-20,sell,HEROMOTOCO.NS,0,2826.75,0,4929286.35
2022-07-20,sell,HDFCBANK.NS,0,1365.05,0,4929286.35
2022-07-20,sell,HDFC.NS,0,2231.4,0,4929286.35
2022-07-20,sell,HCLTECH.NS,0,917.4,0,4929286.35
2022-07-20,sell,AXISBANK.NS,0,705.7,0,4929286.35
2022-07-20,sell,GRASIM.NS,0,1441.65,0,4929286.35
2022-07-20,sell,HINDALCO.NS,0,369.35,0,4929286.35
2022-07-20,sell,BAJFINANCE.NS,0,6074.4,0,4929286.35
2022-07-20,sell,DRREDDY.NS,0,4458.75,0,4929286.35
2022-07-20,buy,WIPRO.NS,5,412.1,186,4927223.79
2022-07-20,buy,SBIN.NS,5,508.6,177,4924678.25
2022-07-20,buy,UPL.NS,5,686.25,182,4921243.57
2022-07-20,buy,LT.NS,5,1739.95,190,4912535.12
2022-07-20,buy,EICHERMOT.NS,5,3045.0,186,4897294.89
2022-07-20,buy,M&M.NS,5,1165.65,189,4891460.81
2022-07-20,buy,MARUTI.NS,5,8749.05,192,4847671.82
2022-07-20,buy,NTPC.NS,5,150.55,185,4846918.32
2022-07-20,buy,POWERGRID.NS,5,209.25,188,4845871.02
2022-07-20,buy,RELIANCE.NS,5,2503.0,184,4833343.51
2022-07-20,buy,CIPLA.NS,5,981.5,194,4828431.1
2022-07-20,buy,BHARTIARTL.NS,5,670.65,179,4825074.49
2022-07-20,buy,TATASTEEL.NS,5,928.45,189,4820427.6
2022-07-20,buy,BAJAJ-AUTO.NS,5,4002.05,192,4800397.34
2022-07-20,buy,SUNPHARMA.NS,5,867.5,188,4796055.5
2022-07-20,buy,BAJAJFINSV.NS,5,12420.75,191,4733889.65
2022-07-20,buy,TECHM.NS,5,1045.5,187,4728656.92
2022-07-20,buy,TATACONSUM.NS,5,795.0,194,4724677.95
2022-07-20,buy,ICICIBANK.NS,5,783.1,184,4720758.53
2022-07-22,sell,ASIANPAINT.NS,0,3067.4,0,4508836.57
2022-07-22,sell,ULTRACEMCO.NS,0,6458.7,0,4508836.57
2022-07-22,sell,TITAN.NS,0,2325.0,0,4508836.57
2022-07-22,sell,TCS.NS,0,3171.0,0,4508836.57
2022-07-22,sell,TATAMOTORS.NS,0,454.9,0,4508836.57
2022-07-22,sell,SHREECEM.NS,0,20780.0,0,4508836.57
2022-07-22,sell,ONGC.NS,0,132.45,0,4508836.57
2022-07-22,sell,NESTLEIND.NS,0,18988.95,0,4508836.57
2022-07-22,sell,LUPIN.NS,0,639.45,0,4508836.57
2022-07-22,sell,KOTAKBANK.NS,0,1827.1,0,4508836.57
2022-07-22,sell,ITC.NS,0,300.55,0,4508836.57
2022-07-22,sell,IOC.NS,0,72.15,0,4508836.57
2022-07-22,sell,INFY.NS,0,1506.3,0,4508836.57
2022-07-22,sell,INDUSINDBK.NS,0,942.45,0,4508836.57
2022-07-22,sell,HINDUNILVR.NS,0,2640.6,0,4508836.57
2022-07-22,sell,JSWSTEEL.NS,0,582.45,0,4508836.57
2022-07-22,sell,HEROMOTOCO.NS,0,2871.6,0,4508836.57
2022-07-22,sell,HDFCBANK.NS,0,1392.5,0,4508836.57
2022-07-22,sell,HDFC.NS,0,2295.95,0,4508836.57
2022-07-22,sell,HCLTECH.NS,0,920.25,0,4508836.57
2022-07-22,sell,AXISBANK.NS,0,730.75,0,4508836.57
2022-07-22,sell,GRASIM.NS,0,1521.35,0,4508836.57
2022-07-22,sell,HINDALCO.NS,0,381.25,0,4508836.57
2022-07-22,sell,BAJFINANCE.NS,0,6258.25,0,4508836.57
2022-07-22,sell,DRREDDY.NS,0,4373.5,0,4508836.57
2022-07-22,buy,WIPRO.NS,5,410.85,196,4506780.26
2022-07-22,buy,SBIN.NS,5,513.7,187,4504209.2
2022-07-22,buy,UPL.NS,5,725.0,192,4500580.57
2022-07-22,buy,LT.NS,5,1767.75,200,4491732.98
2022-07-22,buy,EICHERMOT.NS,5,3147.6,196,4475979.24
2022-07-22,buy,M&M.NS,5,1181.1,199,4470067.84
2022-07-22,buy,MARUTI.NS,5,8830.95,202,4425868.93
2022-07-22,buy,NTPC.NS,5,148.95,195,4425123.44
2022-07-22,buy,POWERGRID.NS,5,210.0,198,4424072.39
2022-07-22,buy,RELIANCE.NS,5,2503.1,194,4411544.37
2022-07-22,buy,CIPLA.NS,5,972.1,204,4406679.01
2022-07-22,buy,BHARTIARTL.NS,5,678.85,189,4403281.37
2022-07-22,buy,TATASTEEL.NS,5,936.05,199,4398596.44
2022-07-22,buy,BAJAJ-AUTO.NS,5,4054.5,202,4378303.66
2022-07-22,buy,SUNPHARMA.NS,5,874.5,198,4373926.79
2022-07-22,buy,BAJAJFINSV.NS,5,12754.25,201,4310091.77
2022-07-22,buy,TECHM.NS,5,1028.7,197,4304943.13
2022-07-22,buy,TATACONSUM.NS,5,804.05,204,4300918.86
2022-07-22,buy,ICICIBANK.NS,5,800.05,194,4296914.61
2022-07-25,sell,ASIANPAINT.NS,0,3104.95,0,4087677.59
2022-07-25,sell,ULTRACEMCO.NS,0,6382.9,0,4087677.59
2022-07-25,sell,TITAN.NS,0,2328.85,0,4087677.59
2022-07-25,sell,TCS.NS,0,3166.75,0,4087677.59
2022-07-25,sell,TATAMOTORS.NS,0,449.55,0,4087677.59
2022-07-25,sell,SHREECEM.NS,0,20679.05,0,4087677.59
2022-07-25,sell,ONGC.NS,0,129.8,0,4087677.59
2022-07-25,sell,NESTLEIND.NS,0,18757.55,0,4087677.59
2022-07-25,sell,LUPIN.NS,0,632.45,0,4087677.59
2022-07-25,sell,KOTAKBANK.NS,0,1795.55,0,4087677.59
2022-07-25,sell,ITC.NS,0,301.1,0,4087677.59
2022-07-25,sell,IOC.NS,0,72.1,0,4087677.59
2022-07-25,sell,INFY.NS,0,1503.6,0,4087677.59
2022-07-25,sell,INDUSINDBK.NS,0,962.05,0,4087677.59
2022-07-25,sell,HINDUNILVR.NS,0,2623.6,0,4087677.59
